name	F type	FIA type	FIB type	IncF RST
CP035155	F-	A-	B-	F-:A-:B-
CP035157	F-	A-	B-	F-:A-:B-
CP035158	F-	A-	B-	F-:A-:B-
CP035159	F-	A-	B-	F-:A-:B-
CP035160	F-	A-	B-	F-:A-:B-
CP035169	F-	A-	B-	F-:A-:B-
CP035170	F-	A-	B-	F-:A-:B-
CP035171	F-	A-	B-	F-:A-:B-
CP035172	F-	A-	B-	F-:A-:B-
CP035173	F-	A-	B-	F-:A-:B-
CP035175	F-	A-	B-	F-:A-:B-
CP035176	F-	A-	B-	F-:A-:B-
CP035177	F-	A-	B-	F-:A-:B-
CP035178	F-	A-	B-	F-:A-:B-
CP035182	F-	A-	B-	F-:A-:B-
CP035189	F-	A-	B-	F-:A-:B-
CP035190	F-	A-	B-	F-:A-:B-
CP035192	F-	A-	B-	F-:A-:B-
CP035195	F-	A-	B-	F-:A-:B-
CP035197	F-	A-	B-	F-:A-:B-
CP035198	F-	A-	B-	F-:A-:B-
CP035199	F-	A-	B-	F-:A-:B-
CP035200	F-	A-	B-	F-:A-:B-
CP035201	F-	A22*	B-	F-:A22*:B-
CP035203	F-	A-	B-	F-:A-:B-
CP035205	F-	A-	B-	F-:A-:B-
CP035206	F-	A-	B-	F-:A-:B-
CP035208	F-	A-	B-	F-:A-:B-
CP035209	F-	A-	B-	F-:A-:B-
CP035212	F-	A-	B-	F-:A-:B-
CP035213	F-	A-	B-	F-:A-:B-
CP035215	F-	A-	B-	F-:A-:B-
CP035217	F-	A-	B-	F-:A-:B-
CP035218	F-	A-	B-	F-:A-:B-
CP035219	F-	A-	B-	F-:A-:B-
CP035221	F-	A-	B-	F-:A-:B-
CP035222	F-	A-	B-	F-:A-:B-
CP035225	F-	A-	B-	F-:A-:B-
CP035227	F-	A-	B-	F-:A-:B-
CP035229	F-	A-	B-	F-:A-:B-
CP035233	F-	A-	B-	F-:A-:B-
CP035268	F-	A-	B-	F-:A-:B-
CP035269	F-	A-	B-	F-:A-:B-
CP035270	F-	A-	B-	F-:A-:B-
CP035272	F-	A-	B-	F-:A-:B-
CP035273	F-	A-	B-	F-:A-:B-
CP035274	F-	A-	B-	F-:A-:B-
CP035275	F-	A-	B-	F-:A-:B-
CP035289	F-	A-	B-	F-:A-:B-
CP035290	F-	A-	B-	F-:A-:B-
CP035292	F-	A-	B-	F-:A-:B-
CP035293	F-	A-	B-	F-:A-:B-
CP035295	F-	A-	B-	F-:A-:B-
CP035296	F-	A-	B-	F-:A-:B-
CP035297	F-	A-	B-	F-:A-:B-
CP035308	F-	A-	B-	F-:A-:B-
CP035313	F-	A-	B-	F-:A-:B-
CP035315	F-	A-	B-	F-:A-:B-
CP035316	F-	A-	B-	F-:A-:B-
CP035323	F-	A-	B-	F-:A-:B-
CP035324	F-	A-	B-	F-:A-:B-
CP035326	F-	A-	B-	F-:A-:B-
CP035327	F-	A-	B-	F-:A-:B-
CP035328	F-	A-	B-	F-:A-:B-
CP035329	F-	A-	B-	F-:A-:B-
CP035332	F-	A-	B-	F-:A-:B-
CP035333	F-	A-	B-	F-:A-:B-
CP035334	F-	A-	B-	F-:A-:B-
CP035335	F-	A-	B-	F-:A-:B-
CP035336	F-	A-	B-	F-:A-:B-
CP035338	F-	A-	B-	F-:A-:B-
CP035340	F-	A-	B-	F-:A-:B-
CP035341	F-	A-	B-	F-:A-:B-
CP035342	F-	A-	B-	F-:A-:B-
CP035343	F-	A-	B-	F-:A-:B-
CP035344	F-	A-	B-	F-:A-:B-
CP035345	F-	A-	B-	F-:A-:B-
CP035346	F-	A-	B-	F-:A-:B-
CP035347	F-	A-	B-	F-:A-:B-
CP035348	F-	A-	B-	F-:A-:B-
CP035349	F-	A-	B-	F-:A-:B-
CP035351	F-	A-	B-	F-:A-:B-
CP035352	F-	A-	B-	F-:A-:B-
CP035353	F-	A-	B-	F-:A-:B-
CP035356	F-	A-	B-	F-:A-:B-
CP035357	F-	A-	B-	F-:A-:B-
CP035358	F-	A-	B-	F-:A-:B-
CP035359	F-	A-	B-	F-:A-:B-
CP035361	F-	A-	B-	F-:A-:B-
CP035362	F-	A-	B-	F-:A-:B-
CP035363	F-	A-	B-	F-:A-:B-
CP035364	F-	A-	B-	F-:A-:B-
CP035365	F-	A-	B-	F-:A-:B-
CP035370	F-	A-	B-	F-:A-:B-
CP035378	F-	A-	B-	F-:A-:B-
CP035379	F-	A-	B-	F-:A-:B-
CP035380	F-	A-	B-	F-:A-:B-
CP035381	F-	A13	B-	F-:A13:B-
CP035387	F-	A-	B-	F-:A-:B-
CP035388	F-	A-	B-	F-:A-:B-
CP035389	F-	A-	B-	F-:A-:B-
CP035392	F-	A-	B-	F-:A-:B-
CP035396	F-	A-	B-	F-:A-:B-
CP035398	F-	A-	B-	F-:A-:B-
CP035407	F-	A-	B-	F-:A-:B-
CP035408	F-	A-	B-	F-:A-:B-
CP035409	F-	A-	B-	F-:A-:B-
CP035412	F-	A-	B-	F-:A-:B-
CP035416	F-	A-	B-	F-:A-:B-
CP035418	F-	A-	B-	F-:A-:B-
CP035419	F-	A-	B-	F-:A-:B-
CP035420	F-	A-	B-	F-:A-:B-
CP035421	F-	A-	B-	F-:A-:B-
CP035422	F-	A-	B-	F-:A-:B-
CP035423	F-	A-	B-	F-:A-:B-
CP035424	F-	A-	B-	F-:A-:B-
CP035459	F-	A-	B-	F-:A-:B-
CP035460	F-	A-	B-	F-:A-:B-
CP035461	F-	A-	B-	F-:A-:B-
CP035462	F-	A-	B-	F-:A-:B-
CP035463	F-	A-	B-	F-:A-:B-
CP035465	F-	A-	B-	F-:A-:B-
CP035469	F-	A-	B-	F-:A-:B-
CP035471	F-	A-	B-	F-:A-:B-
CP035472	F-	A-	B-	F-:A-:B-
CP035473	F-	A-	B-	F-:A-:B-
CP035474	F-	A-	B-	F-:A-:B-
CP035475	F-	A-	B-	F-:A-:B-
CP035480	F-	A-	B-	F-:A-:B-
CP035481	F-	A-	B-	F-:A-:B-
CP035482	F-	A-	B-	F-:A-:B-
CP035483	F-	A-	B-	F-:A-:B-
CP035487	F-	A-	B-	F-:A-:B-
CP035488	F-	A-	B-	F-:A-:B-
CP035489	F-	A-	B-	F-:A-:B-
CP035496	F-	A-	B-	F-:A-:B-
CP035502	F-	A-	B-	F-:A-:B-
CP035505	F-	A-	B-	F-:A-:B-
CP035506	F-	A-	B-	F-:A-:B-
CP035507	F-	A-	B-	F-:A-:B-
CP035508	F-	A-	B-	F-:A-:B-
CP035509	F-	A-	B-	F-:A-:B-
CP035511	F-	A-	B-	F-:A-:B-
CP035512	F-	A-	B-	F-:A-:B-
CP035513	F-	A-	B-	F-:A-:B-
CP035514	F-	A-	B-	F-:A-:B-
CP035515	F-	A-	B-	F-:A-:B-
CP035519	F-	A-	B-	F-:A-:B-
CP035520	F-	A-	B-	F-:A-:B-
CP035521	F-	A-	B-	F-:A-:B-
CP035522	F-	A-	B-	F-:A-:B-
CP035538	F-	A13	B-	F-:A13:B-
CP035539	F-	A-	B-	F-:A-:B-
CP035557	F-	A-	B-	F-:A-:B-
CP035558	F-	A-	B-	F-:A-:B-
CP035559	F-	A-	B-	F-:A-:B-
CP035560	F-	A-	B-	F-:A-:B-
CP035561	F-	A-	B-	F-:A-:B-
CP035562	F-	A-	B-	F-:A-:B-
CP035564	F-	A-	B-	F-:A-:B-
CP035565	F-	A-	B-	F-:A-:B-
CP035567	F-	A-	B-	F-:A-:B-
CP035568	F-	A-	B-	F-:A-:B-
CP035569	F-	A-	B-	F-:A-:B-
CP035570	F-	A-	B-	F-:A-:B-
CP035572	F-	A-	B-	F-:A-:B-
CP035573	F-	A-	B-	F-:A-:B-
CP035574	F-	A-	B-	F-:A-:B-
CP035575	F-	A-	B-	F-:A-:B-
CP035634	F-	A-	B-	F-:A-:B-
CP035635	F-	A-	B-	F-:A-:B-
CP035636	F-	A-	B-	F-:A-:B-
CP035638	F-	A-	B-	F-:A-:B-
CP035644	F-	A-	B-	F-:A-:B-
CP035645	F-	A-	B-	F-:A-:B-
CP035646	F-	A-	B-	F-:A-:B-
CP035647	F-	A-	B-	F-:A-:B-
CP035649	F-	A-	B-	F-:A-:B-
CP035650	F-	A-	B-	F-:A-:B-
CP035651	F-	A-	B-	F-:A-:B-
CP035652	F-	A-	B-	F-:A-:B-
CP035653	F-	A-	B-	F-:A-:B-
CP035655	F-	A-	B-	F-:A-:B-
CP035656	F-	A-	B-	F-:A-:B-
CP035657	F-	A-	B-	F-:A-:B-
CP035658	F-	A-	B-	F-:A-:B-
CP035659	F-	A-	B-	F-:A-:B-
CP035661	F-	A-	B-	F-:A-:B-
CP035662	F-	A-	B-	F-:A-:B-
CP035663	F-	A-	B-	F-:A-:B-
CP035664	F-	A-	B-	F-:A-:B-
CP035665	F-	A-	B-	F-:A-:B-
CP035667	F-	A-	B-	F-:A-:B-
CP035669	F-	A-	B-	F-:A-:B-
CP035673	F-	A-	B-	F-:A-:B-
CP035674	F-	A-	B-	F-:A-:B-
CP035675	F-	A-	B-	F-:A-:B-
CP035703	F-	A-	B-	F-:A-:B-
CP035707	F-	A-	B-	F-:A-:B-
CP035709	F-	A-	B-	F-:A-:B-
CP035710	F-	A-	B-	F-:A-:B-
CP035721	F-	A-	B-	F-:A-:B-
CP035723	F-	A-	B-	F-:A-:B-
CP035724	F-	A-	B-	F-:A-:B-
CP035725	F-	A-	B-	F-:A-:B-
CP035726	F-	A-	B-	F-:A-:B-
CP035747	F-	A-	B-	F-:A-:B-
CP035748	F-	A-	B-	F-:A-:B-
CP035749	F-	A-	B-	F-:A-:B-
CP035750	F-	A-	B-	F-:A-:B-
CP035754	F-	A-	B-	F-:A-:B-
CP035756	F-	A-	B-	F-:A-:B-
CP035774	F-	A-	B-	F-:A-:B-
CP035775	F-	A-	B-	F-:A-:B-
CP035786	F-	A-	B-	F-:A-:B-
CP035788	F-	A-	B-	F-:A-:B-
CP035792	F-	A-	B-	F-:A-:B-
CP035808	F-	A-	B-	F-:A-:B-
CP035906	F-	A-	B-	F-:A-:B-
CP035908	F-	A-	B-	F-:A-:B-
CP035909	F-	A-	B-	F-:A-:B-
CP035910	F-	A-	B-	F-:A-:B-
CP035911	F-	A-	B-	F-:A-:B-
CP035912	F-	A-	B-	F-:A-:B-
CP035916	F-	A-	B-	F-:A-:B-
CP035918	F-	A-	B-	F-:A-:B-
CP035932	F-	A-	B-	F-:A-:B-
CP035933	F-	A-	B-	F-:A-:B-
CP035935	F-	A-	B-	F-:A-:B-
CP035936	F-	A-	B-	F-:A-:B-
CP035937	F-	A-	B-	F-:A-:B-
CP035938	F-	A-	B-	F-:A-:B-
CP035939	F-	A-	B-	F-:A-:B-
CP035940	F-	A-	B-	F-:A-:B-
CP035941	F-	A-	B-	F-:A-:B-
CP035942	F-	A-	B-	F-:A-:B-
CP035943	F-	A-	B-	F-:A-:B-
CP035950	F-	A-	B-	F-:A-:B-
CP036152	F-	A-	B-	F-:A-:B-
CP036153	F-	A-	B-	F-:A-:B-
CP036154	F-	A-	B-	F-:A-:B-
CP036155	F-	A-	B-	F-:A-:B-
CP036156	F-	A-	B-	F-:A-:B-
CP036157	F-	A-	B-	F-:A-:B-
CP036158	F-	A-	B-	F-:A-:B-
CP036159	F-	A-	B-	F-:A-:B-
CP036160	F-	A-	B-	F-:A-:B-
CP036161	F-	A-	B-	F-:A-:B-
CP036178	F-	A-	B-	F-:A-:B-
CP036179	F-	A-	B-	F-:A-:B-
CP036181	F-	A-	B-	F-:A-:B-
CP036182	F-	A-	B-	F-:A-:B-
CP036183	F-	A-	B-	F-:A-:B-
CP036184	F-	A-	B-	F-:A-:B-
CP036185	F-	A-	B-	F-:A-:B-
CP036189	F-	A-	B-	F-:A-:B-
CP036191	F-	A-	B-	F-:A-:B-
CP036192	F-	A-	B-	F-:A-:B-
CP036194	F-	A-	B-	F-:A-:B-
CP036195	F-	A-	B-	F-:A-:B-
CP036196	F-	A-	B-	F-:A-:B-
CP036197	F-	A-	B-	F-:A-:B-
CP036198	F-	A-	B-	F-:A-:B-
CP036203	F-	A-	B-	F-:A-:B-
CP036204	F-	A-	B-	F-:A-:B-
CP036205	F-	A-	B-	F-:A-:B-
CP036206	F-	A-	B-	F-:A-:B-
CP036207	F-	A-	B-	F-:A-:B-
CP036221	F-	A-	B-	F-:A-:B-
CP036222	F-	A-	B-	F-:A-:B-
CP036247	F-	A-	B-	F-:A-:B-
CP036248	F-	A-	B-	F-:A-:B-
CP036260	F-	A-	B-	F-:A-:B-
CP036284	F-	A-	B-	F-:A-:B-
CP036285	F-	A-	B-	F-:A-:B-
CP036286	F-	A-	B-	F-:A-:B-
CP036288	F-	A-	B-	F-:A-:B-
CP036297	F-	A-	B-	F-:A-:B-
CP036303	F-	A-	B-	F-:A-:B-
CP036304	F-	A-	B-	F-:A-:B-
CP036308	F-	A-	B-	F-:A-:B-
CP036309	F-	A-	B-	F-:A-:B-
CP036311	F-	A13	B-	F-:A13:B-
CP036312	F-	A-	B-	F-:A-:B-
CP036314	F-	A-	B-	F-:A-:B-
CP036315	F-	A-	B-	F-:A-:B-
CP036322	F-	A-	B-	F-:A-:B-
CP036323	F-	A-	B-	F-:A-:B-
CP036324	F-	A-	B-	F-:A-:B-
CP036325	F-	A-	B-	F-:A-:B-
CP036326	F-	A-	B-	F-:A-:B-
CP036330	F-	A-	B-	F-:A-:B-
CP036331	F-	A-	B-	F-:A-:B-
CP036332	F-	A-	B-	F-:A-:B-
CP036333	F-	A-	B-	F-:A-:B-
CP036334	F-	A-	B-	F-:A-:B-
CP036336	F-	A-	B-	F-:A-:B-
CP036338	F-	A-	B-	F-:A-:B-
CP036340	F-	A-	B-	F-:A-:B-
CP036351	F-	A-	B-	F-:A-:B-
CP036354	F-	A-	B-	F-:A-:B-
CP036355	F-	A-	B-	F-:A-:B-
CP036363	F-	A-	B-	F-:A-:B-
CP036364	F-	A-	B-	F-:A-:B-
CP036367	F-	A-	B-	F-:A-:B-
CP036368	F-	A-	B-	F-:A-:B-
CP036369	F-	A-	B-	F-:A-:B-
CP036370	F-	A-	B-	F-:A-:B-
CP036373	F-	A-	B-	F-:A-:B-
CP036374	F-	A-	B-	F-:A-:B-
CP036375	F-	A-	B-	F-:A-:B-
CP036400	F-	A-	B-	F-:A-:B-
CP036405	F-	A-	B-	F-:A-:B-
CP036407	F-	A-	B-	F-:A-:B-
CP036410	F-	A-	B-	F-:A-:B-
CP036411	F-	A-	B-	F-:A-:B-
CP036412	F-	A-	B-	F-:A-:B-
CP036421	F-	A-	B-	F-:A-:B-
CP036427	F-	A-	B-	F-:A-:B-
CP036428	F-	A-	B-	F-:A-:B-
CP036430	F-	A-	B-	F-:A-:B-
CP036431	F-	A-	B-	F-:A-:B-
CP036436	F-	A-	B-	F-:A-:B-
CP036437	F-	A-	B-	F-:A-:B-
CP036440	F-	A-	B-	F-:A-:B-
CP036441	F-	A-	B-	F-:A-:B-
CP036443	F-	A-	B-	F-:A-:B-
CP036444	F-	A-	B-	F-:A-:B-
CP036445	F-	A-	B-	F-:A-:B-
CP036446	F-	A-	B-	F-:A-:B-
CP036447	F-	A-	B-	F-:A-:B-
CP036448	F-	A-	B-	F-:A-:B-
CP036449	F-	A-	B-	F-:A-:B-
CP036456	F-	A-	B-	F-:A-:B-
CP036458	F-	A-	B-	F-:A-:B-
CP036459	F-	A-	B-	F-:A-:B-
CP036460	F-	A-	B-	F-:A-:B-
CP036461	F-	A-	B-	F-:A-:B-
CP036462	F-	A-	B-	F-:A-:B-
CP036463	F-	A-	B-	F-:A-:B-
CP036464	F-	A-	B-	F-:A-:B-
CP036465	F-	A-	B-	F-:A-:B-
CP036466	F-	A-	B-	F-:A-:B-
CP036467	F-	A-	B-	F-:A-:B-
CP036468	F-	A-	B-	F-:A-:B-
CP036489	F-	A2	B-	F-:A2:B-
CP036516	F-	A-	B-	F-:A-:B-
CP036517	F-	A-	B-	F-:A-:B-
CP036540	F-	A-	B-	F-:A-:B-
CP036541	F-	A-	B-	F-:A-:B-
CP036543	F-	A-	B-	F-:A-:B-
CP036544	F-	A-	B-	F-:A-:B-
CP036545	F-	A-	B-	F-:A-:B-
CP036547	F-	A-	B-	F-:A-:B-
CP036548	F-	A-	B-	F-:A-:B-
CP036549	F-	A-	B-	F-:A-:B-
CP036551	F-	A-	B-	F-:A-:B-
CP036552	F-	A-	B-	F-:A-:B-
CP036554	F-	A-	B-	F-:A-:B-
CP036556	F-	A-	B-	F-:A-:B-
CP036558	F-	A-	B-	F-:A-:B-
CP036559	F-	A-	B-	F-:A-:B-
CP036560	F-	A-	B-	F-:A-:B-
CP036561	F-	A-	B-	F-:A-:B-
CP036562	F-	A-	B-	F-:A-:B-
CP036563	F-	A-	B-	F-:A-:B-
CP036564	F-	A-	B-	F-:A-:B-
CP036565	F-	A-	B-	F-:A-:B-
CP036566	F-	A-	B-	F-:A-:B-
CP036567	F-	A-	B-	F-:A-:B-
CP036568	F-	A-	B-	F-:A-:B-
CP036569	F-	A-	B-	F-:A-:B-
CP036570	F-	A-	B-	F-:A-:B-
CP036571	F-	A-	B-	F-:A-:B-
CP036572	F-	A-	B-	F-:A-:B-
CP036573	F-	A-	B-	F-:A-:B-
CP036574	F-	A-	B-	F-:A-:B-
CP036575	F-	A-	B-	F-:A-:B-
CP036576	F-	A-	B-	F-:A-:B-
CP036577	F-	A-	B-	F-:A-:B-
CP036578	F-	A-	B-	F-:A-:B-
CP036579	F-	A-	B-	F-:A-:B-
CP036580	F-	A-	B-	F-:A-:B-
CP036581	F-	A-	B-	F-:A-:B-
CP036582	F-	A-	B-	F-:A-:B-
CP036583	F-	A-	B-	F-:A-:B-
CP036584	F-	A-	B-	F-:A-:B-
CP036585	F-	A-	B-	F-:A-:B-
CP036586	F-	A-	B-	F-:A-:B-
CP036587	F-	A-	B-	F-:A-:B-
CP036588	F-	A-	B-	F-:A-:B-
CP036589	F-	A-	B-	F-:A-:B-
CP036590	F-	A-	B-	F-:A-:B-
CP036591	F-	A-	B-	F-:A-:B-
CP036592	F-	A-	B-	F-:A-:B-
CP036593	F-	A-	B-	F-:A-:B-
CP036594	F-	A-	B-	F-:A-:B-
CP036595	F-	A-	B-	F-:A-:B-
CP036596	F-	A-	B-	F-:A-:B-
CP036597	F-	A-	B-	F-:A-:B-
CP036598	F-	A-	B-	F-:A-:B-
CP036599	F-	A-	B-	F-:A-:B-
CP036600	F-	A-	B-	F-:A-:B-
CP036601	F-	A-	B-	F-:A-:B-
CP036602	F-	A-	B-	F-:A-:B-
CP036603	F-	A-	B-	F-:A-:B-
CP036604	F-	A-	B-	F-:A-:B-
CP036605	F-	A-	B-	F-:A-:B-
CP036606	F-	A-	B-	F-:A-:B-
CP036607	F-	A-	B-	F-:A-:B-
CP036608	F-	A-	B-	F-:A-:B-
CP036609	F-	A-	B-	F-:A-:B-
CP036610	F-	A-	B-	F-:A-:B-
CP036611	F-	A-	B-	F-:A-:B-
CP036612	F-	A-	B-	F-:A-:B-
CP036727	F-	A-	B-	F-:A-:B-
CP036728	F-	A-	B-	F-:A-:B-
CP036729	F-	A-	B-	F-:A-:B-
CP036730	F-	A-	B-	F-:A-:B-
CP036731	F-	A-	B-	F-:A-:B-
CP036732	F-	A-	B-	F-:A-:B-
CP036733	F-	A-	B-	F-:A-:B-
CP036734	F-	A-	B-	F-:A-:B-
CP036735	F-	A-	B-	F-:A-:B-
CP036736	F-	A-	B-	F-:A-:B-
CP036737	F-	A-	B-	F-:A-:B-
CP036738	F-	A-	B-	F-:A-:B-
CP036739	F-	A-	B-	F-:A-:B-
CP036740	F-	A-	B-	F-:A-:B-
CP036741	F-	A-	B-	F-:A-:B-
CP036742	F-	A-	B-	F-:A-:B-
CP036743	F-	A-	B-	F-:A-:B-
CP036744	F-	A-	B-	F-:A-:B-
CP036745	F-	A-	B-	F-:A-:B-
CP036746	F-	A-	B-	F-:A-:B-
CP036747	F-	A-	B-	F-:A-:B-
CP036748	F-	A-	B-	F-:A-:B-
CP036749	F-	A-	B-	F-:A-:B-
CP036750	F-	A-	B-	F-:A-:B-
CP036751	F-	A-	B-	F-:A-:B-
CP036752	F-	A-	B-	F-:A-:B-
CP036753	F-	A-	B-	F-:A-:B-
CP036754	F-	A-	B-	F-:A-:B-
CP036755	F-	A-	B-	F-:A-:B-
CP036756	F-	A-	B-	F-:A-:B-
CP036757	F-	A-	B-	F-:A-:B-
CP036758	F-	A-	B-	F-:A-:B-
CP036759	F-	A-	B-	F-:A-:B-
CP036760	F-	A-	B-	F-:A-:B-
CP036761	F-	A-	B-	F-:A-:B-
CP036762	F-	A-	B-	F-:A-:B-
CP036763	F-	A-	B-	F-:A-:B-
CP036764	F-	A-	B-	F-:A-:B-
CP036765	F-	A-	B-	F-:A-:B-
CP036766	F-	A-	B-	F-:A-:B-
CP036767	F-	A-	B-	F-:A-:B-
CP036768	F-	A-	B-	F-:A-:B-
CP036769	F-	A-	B-	F-:A-:B-
CP036770	F-	A-	B-	F-:A-:B-
CP036771	F-	A-	B-	F-:A-:B-
CP036772	F-	A-	B-	F-:A-:B-
CP036773	F-	A-	B-	F-:A-:B-
CP036774	F-	A-	B-	F-:A-:B-
CP036775	F-	A-	B-	F-:A-:B-
CP036776	F-	A-	B-	F-:A-:B-
CP036777	F-	A-	B-	F-:A-:B-
CP036778	F-	A-	B-	F-:A-:B-
CP036779	F-	A-	B-	F-:A-:B-
CP036780	F-	A-	B-	F-:A-:B-
CP036781	F-	A-	B-	F-:A-:B-
CP036782	F-	A-	B-	F-:A-:B-
CP036783	F-	A-	B-	F-:A-:B-
CP036784	F-	A-	B-	F-:A-:B-
CP036785	F-	A-	B-	F-:A-:B-
CP036786	F-	A-	B-	F-:A-:B-
CP036915	F-	A-	B-	F-:A-:B-
CP036916	F-	A-	B-	F-:A-:B-
CP036917	F-	A-	B-	F-:A-:B-
CP036918	F-	A-	B-	F-:A-:B-
CP036919	F-	A-	B-	F-:A-:B-
CP036920	F-	A-	B-	F-:A-:B-
CP036921	F-	A-	B-	F-:A-:B-
CP036922	F-	A-	B-	F-:A-:B-
CP036923	F-	A-	B-	F-:A-:B-
CP036924	F-	A-	B-	F-:A-:B-
CP036925	F-	A-	B-	F-:A-:B-
CP036926	F-	A-	B-	F-:A-:B-
CP036927	F-	A-	B-	F-:A-:B-
CP036928	F-	A-	B-	F-:A-:B-
CP036929	F-	A-	B-	F-:A-:B-
CP036930	F-	A-	B-	F-:A-:B-
CP036931	F-	A-	B-	F-:A-:B-
CP036932	F-	A-	B-	F-:A-:B-
CP036933	F-	A-	B-	F-:A-:B-
CP036934	F-	A-	B-	F-:A-:B-
CP036935	F-	A-	B-	F-:A-:B-
CP036936	F-	A-	B-	F-:A-:B-
CP036937	F-	A-	B-	F-:A-:B-
CP036938	F-	A-	B-	F-:A-:B-
CP036939	F-	A-	B-	F-:A-:B-
CP036940	F-	A-	B-	F-:A-:B-
CP036941	F-	A-	B-	F-:A-:B-
CP036942	F-	A-	B-	F-:A-:B-
CP036943	F-	A-	B-	F-:A-:B-
CP036944	F-	A-	B-	F-:A-:B-
CP036945	F-	A-	B-	F-:A-:B-
CP036946	F-	A-	B-	F-:A-:B-
CP036947	F-	A-	B-	F-:A-:B-
CP036948	F-	A-	B-	F-:A-:B-
CP036949	F-	A-	B-	F-:A-:B-
CP036950	F-	A-	B-	F-:A-:B-
CP036951	F-	A-	B-	F-:A-:B-
CP036952	F-	A-	B-	F-:A-:B-
CP036953	F-	A-	B-	F-:A-:B-
CP036954	F-	A-	B-	F-:A-:B-
CP036955	F-	A-	B-	F-:A-:B-
CP036956	F-	A-	B-	F-:A-:B-
CP036957	F-	A-	B-	F-:A-:B-
CP036958	F-	A-	B-	F-:A-:B-
CP036959	F-	A-	B-	F-:A-:B-
CP036960	F-	A-	B-	F-:A-:B-
CP036961	F-	A-	B-	F-:A-:B-
CP036962	F-	A-	B-	F-:A-:B-
CP036963	F-	A-	B-	F-:A-:B-
CP036964	F-	A-	B-	F-:A-:B-
CP036965	F-	A-	B-	F-:A-:B-
CP036966	F-	A-	B-	F-:A-:B-
CP036967	F-	A-	B-	F-:A-:B-
CP036968	F-	A-	B-	F-:A-:B-
CP036969	F-	A-	B-	F-:A-:B-
CP036970	F-	A-	B-	F-:A-:B-
CP037059	F-	A-	B-	F-:A-:B-
CP037060	F-	A-	B-	F-:A-:B-
CP037061	F-	A-	B-	F-:A-:B-
CP037062	F-	A-	B-	F-:A-:B-
CP037063	F-	A-	B-	F-:A-:B-
CP037064	F-	A-	B-	F-:A-:B-
CP037065	F-	A-	B-	F-:A-:B-
CP037066	F-	A-	B-	F-:A-:B-
CP037067	F-	A-	B-	F-:A-:B-
CP037068	F-	A-	B-	F-:A-:B-
CP037069	F-	A-	B-	F-:A-:B-
CP037070	F-	A-	B-	F-:A-:B-
CP037071	F-	A-	B-	F-:A-:B-
CP037072	F-	A-	B-	F-:A-:B-
CP037073	F-	A-	B-	F-:A-:B-
CP037074	F-	A-	B-	F-:A-:B-
CP037075	F-	A-	B-	F-:A-:B-
CP037076	F-	A-	B-	F-:A-:B-
CP037077	F-	A-	B-	F-:A-:B-
CP037078	F-	A-	B-	F-:A-:B-
CP037079	F-	A-	B-	F-:A-:B-
CP037080	F-	A-	B-	F-:A-:B-
CP037081	F-	A-	B-	F-:A-:B-
CP037082	F-	A-	B-	F-:A-:B-
CP037083	F-	A-	B-	F-:A-:B-
CP037084	F-	A-	B-	F-:A-:B-
CP037085	F-	A-	B-	F-:A-:B-
CP037086	F-	A-	B-	F-:A-:B-
CP037087	F-	A-	B-	F-:A-:B-
CP037088	F-	A-	B-	F-:A-:B-
CP037089	F-	A-	B-	F-:A-:B-
CP037090	F-	A-	B-	F-:A-:B-
CP037091	F-	A-	B-	F-:A-:B-
CP037092	F-	A-	B-	F-:A-:B-
CP037093	F-	A-	B-	F-:A-:B-
CP037094	F-	A-	B-	F-:A-:B-
CP037095	F-	A-	B-	F-:A-:B-
CP037096	F-	A-	B-	F-:A-:B-
CP037097	F-	A-	B-	F-:A-:B-
CP037098	F-	A-	B-	F-:A-:B-
CP037099	F-	A-	B-	F-:A-:B-
CP037100	F-	A-	B-	F-:A-:B-
CP037101	F-	A-	B-	F-:A-:B-
CP037102	F-	A-	B-	F-:A-:B-
CP037216	F-	A-	B-	F-:A-:B-
CP037217	F-	A-	B-	F-:A-:B-
CP037218	F-	A-	B-	F-:A-:B-
CP037219	F-	A-	B-	F-:A-:B-
CP037220	F-	A-	B-	F-:A-:B-
CP037221	F-	A-	B-	F-:A-:B-
CP037222	F-	A-	B-	F-:A-:B-
CP037223	F-	A-	B-	F-:A-:B-
CP037224	F-	A-	B-	F-:A-:B-
CP037225	F-	A-	B-	F-:A-:B-
CP037226	F-	A-	B-	F-:A-:B-
CP037227	F-	A-	B-	F-:A-:B-
CP037228	F-	A-	B-	F-:A-:B-
CP037229	F-	A-	B-	F-:A-:B-
CP037230	F-	A-	B-	F-:A-:B-
CP037231	F-	A-	B-	F-:A-:B-
CP037232	F-	A-	B-	F-:A-:B-
CP037233	F-	A-	B-	F-:A-:B-
CP037234	F-	A-	B-	F-:A-:B-
CP037235	F-	A-	B-	F-:A-:B-
CP037236	F-	A-	B-	F-:A-:B-
CP037237	F-	A-	B-	F-:A-:B-
CP037238	F-	A-	B-	F-:A-:B-
CP037239	F-	A-	B-	F-:A-:B-
CP037240	F-	A-	B-	F-:A-:B-
CP037241	F-	A-	B-	F-:A-:B-
CP037242	F-	A-	B-	F-:A-:B-
CP037243	F-	A-	B-	F-:A-:B-
CP037244	F-	A-	B-	F-:A-:B-
CP037245	F-	A-	B-	F-:A-:B-
CP037246	F-	A-	B-	F-:A-:B-
CP037247	F-	A-	B-	F-:A-:B-
