name	Biocide	Metal	Heat	Virulence	Acid
CP032280					
CP003036					
FP236829					
AP018575					
CP002788					
CP001210					
NC_013372	qacC				
GU198194					
JX627737					
CP014520					
AJ576039					
AM260524					
CP014878					
KC491194					
AP019677					
CP023658					
CP032355					
CP032283					
NC_013339	qacC				
NC_010878					
CP035379					
AP019833					
NC_012133					
AF085719					
CP031744					
CP034339					
CP029537					
CP023307					
CP020842		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			
CP024197					
MH114596	qacL	merC,merP,merR,merT,terD,terW,terZ			
CP017192					
CP017254					
CP003158					
CP043734	qacL	silA,silB,silC,silE,silF,silP,silR,silS			
CP002658					
CU468133					
CU468231					
AP017899					
MF770238					
CP035362					
CP035315					
CP037510					
CP013206					
CP043204					
NC_014757					
CP034809				ehxA,espP,etpD,katP,toxB	
NC_010897					
NC_012182					
CP015974					
CP034331					
CP023028					
NC_016054					
CP017265					
HG983279					
NC_004840	qacEdelta1	merA,merD,merE,merP,merR,merT			
CP026963	qacC				
CP029643					
CP042810					
CP021405					
MH522413	qacE,qacL	terD,terW,terZ			
CP010657					
MG299150					
CP040673					
CP021791					
CP028696					
CP040741					
CP034826					
CP010755					
MH229772					
CP030606					
CP003664					
FM178382					
FJ613505					
CP024148					
CP042086					
AP008932					
NC_002142				bfpA,perA	
CP037430					
FN649418				astA,cfaC,eatA	
CP045260					
CP024875	qacE	merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
NC_021622					
CP000994					
NC_019358					
CP012592					
AY355285					
KY075651					
CP038818					
CP017027					
CP007001					
CP025436					
CP013209					
CP025260	bcrB,bcrC	cadC			
CP042381					
MG545910					
CP012928					
CP024346					
CP024426					
CP031805					
NC_019200					
KU932023					
HG803547					
CP011450					
CP025861				lngA	
FN668942					
CP000522					
CP018815		ncrA,ncrB,ncrC,ncrY			
CP025214					
CP013767					
CP025893					
NC_021515					
AY043299					
CP014382					
CP012444					
CP002755					
CP024928					
NC_021809					
NC_006530					
CP016078					
CP011936					
AF202532					
CP002845					
KY807921					
CP008999					
KT352921					
MG702491					
NC_010915					
CP029982					
EU925817					
CP023495					
MH234506					
NC_009955					
CP044651					
CP025992					
CP028156					
NC_014811					
LT985259					
CP024137				cvaC,etpD,katP,mchF,nleA	
CP001477					
CP045353					
CP023073					
NC_017907				ehxA,espP,etpD,katP,toxB	
CP042115					
CP011434					
AP014860					
GQ900405		cadD		sej,ser,ses,set	
AB018480					
CP023356					
CP025801					
CP010199					
NC_012157					
CP040831					
CP033132					
CP029109					
CP002247		arsB,arsC,arsH,arsR			
CP020441					
CP022984					
CP018638	qacEdelta1				
AP011158					
CP039271		pcoS,terD,terW,terZ			
AP011130					
NC_000938					
CP034231					
CP036568					
JF699753					
KY978588					
AP014870					
NC_020949					
CP019464					
CP039892					
CP036956					
CP021485					
NC_019007		cadD		sed,sej,ser	
CP011294					
CP032484					
NC_013370					
CP041605					
CP025701					
CP026241		merC,merP,merR,merT			
CP030084					
EU383016					
CP045050					
CP007006					
NC_019336					
KP164833					
CP031582			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
CP037527					
NC_017653					
CP012500				astA,ehxA,sta1	
CP010787					
CP024805	qacEdelta1				
CP015804					
CP022431					
CP014011		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE		iroB,iroC,iroD,iroN,iucA,iucB,iucC,iutA,rmpA,rmpC,rmpD	
LR134457					
CP010153					
CP020461					
CP030081					
NC_006825					
AP014611	qacEdelta1				
CP031918				etpD	
MF679144					
KP198616					
CP022197					
CP007791					
JQ312424					
NC_006828					
CP031004					
CP007614					
KJ187750					
U43414					
CP031575		merA,merD,merE,merR,merT,pcoS,terD,terW,terZ			
HQ114283		silE,silR,silS			
CP025039		ncrA,ncrB,ncrC,ncrY			
CP002260					
NC_017736					
CP014698	qacEdelta1	merA,merD,merE,merR,merT			
MK758104	qacEdelta1				
CP026277					
AP018141					
CP022276					
CP000907					
AF036712					
MF344580	qacEdelta1	merA,merD,merE,merR,merT,terD,terW,terZ			
CP017846					
NC_010924					
CP012736					
NC_025176					
CP037428					
CP041194					
NC_010853					
CP035475					
U02482					
CP021340					
HE603231					
CP031602					
CP028118				ehxA	
CP027167					
CP015357					
CP031672	qacC				
CP039559		arsD,arsR,terB,terC,terD,terE			
CP026545		merA,merD,merE,merP,merR,merT			
AY378100		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE		iroB,iroC,iroD,iroN,iucA,iucB,iucC,iutA,rmpA,rmpA2,rmpC,rmpD	
CP022266					
CP031724	qacEdelta1	merA,merD,merE,merR,merT,pcoS,terD,terW,terZ			
MK599282					
AY228335					
CP040252					
KY000069					
CP014654					
CP026409					
CP042603					
MK181565	qacEdelta1				
CP036351					
CP042872					
MF168404		merC,merP,merR,merT			
MH917717					
NC_011775					
CP014003					
CP045095					
KU882685					
KU743383					
GQ259888		merC,merP,merR,merT		ehxA,espP,katP,toxB	
AM412318					
CP004126					
CP029140			hsp20		
CP033211					
CP034033					
JF267654					
CP037885					
LT994836	qacEdelta1				
CP004361					
LT559119					
CP002700					
CP028970					
NC_019900					
FO203523					
CP041162					
AP018292					
NC_018635					
CP015748					
NC_014233				lngA	
CP003292					
CP024145				astA,ltcA,stb	
CP012452					
CP025632		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE		iroB,iroC,iroD,iroN,iucA,iucB,iucC,iutA,rmpC	
CP002237					
CP019270					
CP023753		cadC			
CP028161					
CP010400					
CP021717					
CP001470					
GQ900456					
MG299152					
CP020891					
M19652					
CP040549					
CP029291					
CP020355		cadD			
CP039488					
CP024887					
CP045017					
CP031539					
GQ866234					
NC_011812					
NC_017426					
CP009724					
HG796345					
CP001260					
CP003635					
NC_012972					
JX515587	qacEdelta1				
MK046688					
MH785243					
JN983045	qacEdelta1	merA,merB,merD,merE,merP,merR,merT			
CP023002					
CP024272				astA,capU,sta1	
NC_004947					
CP030594		cadD		sed,sej,ser	
MK386683					
AY648561					
NC_019101					
CP039510					
CP022678					
MH328008					
CP000723					
NC_019017					
MH785232		cadD		sed,sej,ser	
NC_002117					
CP021880	qacEdelta1			iucA,iucB,iucC,iucD,iutA	
CP039322					
CP025503				cpb2	
CP025733					
MG948335	qacEdelta1	merC,merP,merR,merT			
CP012010					
KY784668					
CP032285	qacEdelta1	merD,merE,merR,merT			
AY100628					
KY120365					
NC_010923					
CP030651	qacC				
CP015608					
CP003641					
CP042019					
NC_014561					
NC_010310					
CP026565					
CP035010					
LT907987					
CP009856					
CP035181					
CP035200					
CP044838					
CP027406					
CP031503					
CP036592					
CP002155					
NC_011642					
CP031924					
NC_023316					
NC_018966				cvaC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF	
CP017455					
CP034728		merC,merP,merR,merT,terB,terC,terD,terE			
CP043740					
D29989					
CP012865					
LT985296	qacEdelta1	merC,merP,merR,merT			
CP029714					
CP012877					
CP040268					
NC_019041				ehxA,espP,etpD,katP,toxB	
CP028883					
AP010963				ehxA	
CP029223					
MG516908	qacE,qacG2				
MF344572	qacEdelta1	merC,merP,merR,merT			
CP023037					
NC_012167					
KX254341	qacE,qacL	terD,terW,terZ			
CP025870					
CP027258					
CP042870	qacEdelta1				
KM373703					
CP024919					
CP041537					
CP040060					
CP041077					
CP002320					
CP001716					
NC_009506					
MG874042	qacL	pcoA,pcoB,pcoC,pcoE,pcoS,silA,silB,silC,silE,silF,silP,silR,silS			
CP016291					
CP019793					
CP019852					
CP024115					
NC_012242					
CP041621					
KC329496					
CP027453				ehxA,epeA,espP,iha,subA,subB	
CP028115				ehxA,espP,katP,toxB	
CP000666					
CP014978		merA,merB,merD,merE,merP,merR,merT			
CP021543					
NC_023287					
AY608912					
NC_020305					
CP034763					
CP031136					
JQ394981					
CP029386					
CP027446				ehxA,espP,katP	
NC_018666				aap,aar,aatA,aggA,aggB,aggC,aggD,aggR,sepA	
NC_005913					
CP045157					
CP021102					
CP003067					
CP009044					
CP012989		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP037964	qacEdelta1	merC,merP,merR,merT			
NC_019110					
MK439384					
MH271383					
CP043961					
HQ332528					
CP018916					
CP032356		terB,terC,terD,terE		iroB,iroC,iroD,iroN,iucA,iucB,iucC,iutA,rmpA,rmpC,rmpD	
CP029428		arsA,arsD,arsR			
CP042611					
CP024682		arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR			
MH234503					
NC_009352					
AP018110					
CP024510					
CP007611					
NC_020091					
CP013759					
NC_017438					
CP044804					
CP001564					
CP026563					
CP003958					
CP016263					
LT985239					
AB208028					
NC_012204					
CP038620					
CP034814					
JQ312423					
CP023066					
CP012964					
CP043625					
CP010831					
CP037896					
CP001725					
CP024099					
CP023442	qacEdelta1	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
AP017342					
CP003030					
CP029974					
CP022228					
CP033469					
KY886451					
CP009758					
LR134459					
CP009904					
NC_022522	qacEdelta1	merR,merT			
CP003634					
CP022309					
NC_014386					
NC_008308					
CP026417					
MG197488					
CP041338	qacEdelta1	merR			
MG800820					
CP035212	qacL				
CP020585					
AB255366	qacA,qacR	arsB,arsC,arsR,cadD			
AB011548					
KF702385					
CP009332					
CP009779					
CP013744					
CP031544					
NC_011585					
NC_011854					
NC_019045	qacEdelta1				
CP045796					
CP029849					
CP021005					
CP032117					
NC_009036					
CP032749					
HF560643					
MH548371					
MF190369					
MK033583					
CP018461					
CP011334					
NC_019906	qacEdelta1,qacL	merA,merD,merE,merP,merR,merT			
CP018819		merA,merD,merE,merR,merT			
CP017264					
NC_021655		merC			
NC_001903					
CP037523					
CP001898					
CP020836					
JX101640					
AB003193					
NC_019265					
CP014885					
NC_020907					
CP011358					
CP032496		merA,merB,merD,merE,merP,merR,merT			
JF267653					
NC_012246					
CP034724					
CP037486					
CP001061					
CP040802		cadD			
MG747472					
CP036332					
KY174331					
CP000933					
CP013486					
CP020070		merA,merD,merE,merR,merT			
CP019277					
AM711865					
CP033342					
CP000126					
CP041575					
CP019032					
CP014116					
KY515224					
CP019283					
AP014867					
DQ915965					
NC_011079					
NC_012253					
CP006635		merC,merP,merR,merT		cvaC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF	
CP032386					
MG825368					
KY421937		terD,terW,terZ			
NC_012970					
CP028586					
LR025091					
CP023887					
CP023648					
CP005945					
NC_012175					
CP041116					
CP022300					
CP041158					
CP033579					
FR687372					
CP023932					
CP002140					
CP035353					
CP016695					
CP010699					
CP023912	qacEdelta1	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
MH884653		silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ			
CP015601					
CP010791					
CP018660					
CP037906					
CP003609					
JX416328					
CP010112					
LN614828					
CP005979					
CP029585					
CP033547					
NC_017404					
KY362371					
NC_021079					
CP021729					
KY689632	qacL	terD,terW,terZ			
CP033892					
AY316746					
CP022193					
CP016815		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE		iroB,iroC,iroD,iroN,iucA,iucB,iucC,iutA,rmpA,rmpC,rmpD	
KJ616405					
CP018333					
AP017995					
NC_024954					
CP027041					
NC_018686					
CP024144	qacL	merC,merP,merR,merT,pcoA,silA,silB,silC,silE,silF,silP,silR,silS			
JF937655					
NC_011422					
DQ534432					
CP019991					
CP010716					
CP029802	qacE				
NC_002192					
AP019633					
CP035155					
NC_008272	qacEdelta1				
CP021370					
NC_008444					
NC_010846					
AF092037					
NC_004164					
CP003888					
CP011587			hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
CP009639					
NC_012656					
CP000945					
CP002144					
CP012284					
CP005944					
NC_023314	qacEdelta1				
AP013069					
CP002265					
NC_011758					
NC_019274					
AP019741					
KY012275					
NC_011378					
CP010244					
CP013040				netF	
CP010008					
CP025980				astA	
CP015368					
CP011987			hsp20		
CP041255					
CP002969					
CP002730				faeG	
AY423628					
NC_021665					
NC_008823					
NC_020383					
NC_019681					
AP012164					
NC_020381					
AP019854					
CP002635					
CP045020					
AB360637					
CP010732					
NC_020129					
AB591424		merA,merB,merD,merE,merP,merR,merT			
NC_013789					
JN995611					
HG813248		cadC			
CP031502					
CP002150					
CP033223					
CP000791					
LT985265		merC,merP,merR,merT			
NC_019174					
NC_011604					
MF133442					
CP025041					
LR027518					
AP011173					
CP012108					
KC525245					
CP039722					
KP178914					
NC_011797					
CP010676					
CP041443		merC,merD,merP,merR,merT,silA,silB,silC,silE,silF,silP,silR,silS			
NC_010466					
CP007489					
CP029939	qacEdelta1	merC,merP,merR,merT			
NC_023497					
CP016927					
CP043024					
NC_005324					
NC_010375					
KR870312					
CP013819					
NC_019308					
CP015232					
MK638972	qacEdelta1	merR,merT			
NC_006830					
CP001269					
CP019559	qacEdelta1	merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ			
HG796278					
GQ900466					
CP023792					
CP006749					
CP031096					
AP019380					
JN093097					
KX029331	qacEdelta1				
EF495211					
JQ319766					
CP044270					
CP014079					
CP012629					
CP030421		cadD			
CP031180					
MF150117					
CP015725	qacEdelta1	merC,merP,merR,merT,terD,terW,terZ			
HE663166					
CP013855					
CP014355					
NC_019099					
NC_022372		merA,merB,merD,merE,merP,merR,merT			
CP022047					
CP021289	qacEdelta1	merR		senB	
LO017737	qacEdelta1			iucA,iucB,iucC,iucD,iutA,senB	
CP023868					
NC_020122					
NC_019076					
CP009834					
CP003852					
MK973082					
NC_014159					
CP021967					
FJ705305					
FP565813					
CP021882					
CP021209		terD,terW,terZ			
KY770025					
CP024531		merA,merD,merE,merR,merT			
CP040534		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE		iucA,iucB,iucC,iutA,rmpA2	
AP018380					
CP045411					
NC_018995					
CP011044					
JN648090					
CP028722					
NC_020952					
JQ821357					
AP017321	qacC				
NC_010549					
CP033398					
MH909338					
CP016496					
MG833403					
CP014078					
CP035662					
CP025818					
NC_019669					
CP007162					
CP007209					
KY798506		merC			
NC_010930					
CP032886					
MG725031					
CP007612					
FJ626843					
CP020907					
AY230888					
NC_023907					
CP035342					
CP014707					
MK323041					
CP035637					
NC_010687					
AB972537					
CP010389					
NC_020551					
CP022092					
CP010639					
CP023150					
CP020868					
KX257264					
NC_016971					
CP024337					
CP013533					
NC_016035					
CP001304					
CP028612				ehxA,espP,etpD,katP,toxB	
CP011839	qacEdelta1				
CP034021					
CP028575					
KU871396					
AB169976					
CP041064					
KC170278					
NC_019346					
AY123045					
HG428756					
MK748463					
JX514066					
KY463452					
CP001413					
JQ418542		merA,merB,merD,merE,merR,merT			
CP036732					
NC_021523					
CP030934					
CP024456					
CP010179		arsA,arsD,arsR	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
KY271407		silA,silB,silC,silE,silF,silR,silS			
CP030008					
CP032790				ehxA,espP,etpD,katP,toxB	
CP009915					
NC_016847					
AB117929					
CP031118					
AF327371					
CP035519					
CP016085					
NC_015219					
CP014650		merC			
MG773377					
CP020963					
MN232192					
MK973080					
CP030273					
CP019147					
AP017353					
CP012449					
CP030770	qacEdelta1	merC,merP,merR,merT		senB	
CP030690		cadD			
AF196967					
FP340279					
CP024484		ncrA,ncrB,ncrC,ncrY,silA,silB,silC,silE,silF,silR,silS			
NC_012191					
HG796388					
CP004133					
CP028660					
CP029779					
CP015268					
L38403					
AP014566	qacE	merR			
CP031405					
CP031295	qacL	silA,silB,silC,silE,silF,silP,silR,silS		cvaC,iucA,iucB,iucC,iucD,iutA	
NC_011407					
CP028113				ehxA,espP,katP	
KT601170					
AY943952					
NC_011370					
CP037516					
CP012848					
CP013154					
CP009963					
CP028619				ehxA,espP,etpD,katP,toxB	
CP023647					
CP045742		merA,merB,merD,merE,merP,merR,merT,silE,silR,silS			
CP012345					
CP031668		cadD			
CP001419					
CP030843					
LC483178	qacEdelta1				
CP016933		arsB,arsC,arsH,arsR			
CP027553				ehxA,katP	
AY057845					
CP025467	qacEdelta1	merA,merD,merE			
CP017461					
CP028194					
CP032887					
CP033968					
NC_010795					
CP026542					
HG938357					
CP044082					
CP028552					
CP007515					
CP021533					
CP043525					
NC_009622					
CP042380					
CP000428					
CP029330					
CP002415					
AY312585					
EU421841					
AB374546					
CP043383					
CP017465		arsC			
CP024658					
CP028666					
KR905390					
AP018673		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR			
CP015973					
NC_014620					
CP034075					
NC_012001					
AP019681					
CP024133		merC,merP,merR,merT,silA,silB,silC,silE,silF,silP,silR,silS		etpD,katP	
NC_009666					
NC_013056					
AE000792					
MG197494					
AP011153					
MF497781	qacEdelta1				
KY887594	qacEdelta1,qacG2	merC,merP,merR,merT			
CP044982					
MH316128					
KX443403					
CP009883	qacEdelta1	merA,merD,merE,merR,merT,terD,terW,terZ			
NC_012503					
NC_010469					
NC_022778					
MG765452					
CP018988					
CP018831					
CP023920					
CP002369					
CP032938	qacL				
CP003637					
CP013629					
CP024820					
CP041195					
MH909334					
CP026543					
HE617161					
CP021115					
NC_010919	qacEdelta1				
CP011648					
NC_005328					
CP033060					
CP041548					
CP024321					
NC_012184					
CP003621					
CP001475					
CP020966					
CP003581					
NC_011150					
CP024407					
JN689218					
CP037461					
CP011520					
CP031540					
AP018321					
CP037094					
JQ245701					
CP019462					
NC_015420					
CP026117					
GU322807					
LR134450					
CP030488		cadD			
CP004355					
KT317612					
KX443406					
CP006995					
CP026081		arsB,arsC,arsR,cadC,merA,merB,merT			
CP017367					
HM236408					
CP040045					
NC_012185					
CP036540					
CP032745					
CP014411		cadD			
CP029867					
CP041269					
CP039754					
KP900017					
NC_013010				ehxA,espP,etpD,katP,toxB	
MF543358					
CP003353					
CP027536					
CP025788					
NC_010539					
CP015841					
GQ484954					
CP000062					
CP022293					
CP045846	qacE,qacL	terD,terW,terZ			
AY513488					
CP003661					
JQ418537					
CP032878					
CP000136					
CP024718	qacEdelta1	merC,merP,merR,merT			
NC_013538					
NC_014108					
CP016745					
CP006572					
NC_019061					
CP028537	qacEdelta1	pcoA,pcoB,pcoC,pcoE,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ			
CP010950					
CP031563	qacEdelta1	merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP006970					
AP018683					
CP007767					
CP015390					
CP001882					
CP018662					
CP018471					
CP021208					
CP006660					
NC_011265					
CP033682					
AP018355					
MK773535					
CP001603		cadC			
CP028920					
NC_011409					
CP024356					
NC_015187					
CP026528					
CP018750					
NC_000951					
CP024579					
NC_019181					
JQ824049	qacEdelta1	merR,merT			
HG796274					
JQ432559					
HG796777					
CP000392					
MH255827		merC,merP,merR,merT			
CP013947					
KM583821					
KR870313					
MK542639					
NC_010679					
CP028091					
NC_004978					
CP037261					
NC_016591		merB,merD,merR			
KM923969					
CP012878					
KU869529					
CP030473		cadD			
GU565967	qacA,qacR				
CP013995					
AF275307					
CP018429					
CP010752					
CP033195					
NC_008053					
KY994647					
CP029496					
NC_017220					
LR134433					
CP026128					
CP001484					
DQ517526	qacEdelta1	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ			
CP010641					
CP042507		merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD			
CP032885					
EU366902					
CP033075					
CP013299					
CP014904					
NC_020538	qacA,qacR	cadC,cadD			
CP022719		cadD			
CP015239					
AP018048					
CP007488					
CP022421					
NC_007170					
KJ410765					
AY950444		merD,merE,merF,merP,merR,merT			
CP001435					
CP012142				capU,ipaD,ipaH9.8,sepA,virF	
CP010270					
CP042840					
NC_020961					
CP019570					
NC_022882					
CP040547		merC,merP,merR,merT,silE			
CP018064					
LT985225	qacEdelta1	merA,merC,merD,merE,merP,merR,merT			
CP000722					
CP020609					
CP041058					
CP040728	qacEdelta1				
CP030795					
NC_021198	qacEdelta1	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
NC_003292	qacEdelta1	arsA,arsD,arsR			
CP015393		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP017056					
CP009347					
AP002086					
JN106173		merA,merD,merE,merP,merR,merT			
CP003952					
CP037266					
CP000421					
CP003202					
CP019045					
U10426					
AP018520					
CP003717					
CP010375					
NC_010880					
NC_014725	qacEdelta1				
CP024844					
JN935899					
CP025275		merA,merB,merD,merE,merP,merR,merT			
JX494965					
CP045763					
KT290268					
CP034961					
JX174167					
KY000071					
CP040544					
MF993441					
CP034031					
CP023824					
CP015862					
CP021680					
AY046276	qacEdelta1	arsA,arsD,arsR			
CP034729					
MN232213					
CP002617					
CP012664					
CP013769					
CP022471					
CP027502					
NC_002133					
NC_019353					
CP036751					
JN157804	qacEdelta1				
CP029821					
CP018067		merA			
KY416992			hdeD-GI,shsP,trxLHR,yfdX1,yfdX2		
CP031709					
AP017608					
CP025245					
CP026211		arsA,arsD,arsR,merD,merE,merP			
NC_021226					
CP003073					
CP021275					
CP032875					
CP017283	qacEdelta1	merC,merP,merR,merT			
CP006856					
CP040720					
CP035146					
CP040537					
CP045756					
CP035349					
CP001927					
NC_013437	qacEdelta1				
AP017307					
CP038617					
AP017939					
NC_019342					
CP009168					
CP019150					
NC_010606					
CP013978					
CP000530					
NC_023057					
CP040540		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE		iucA,iucB,iucC,iutA,rmpA2	
CP035029					
CP026123					
CP018884	qacE				
AP018302					
CP000784					
CP038794					
CP002438					
KT271770					
CP027421					
CP019451					
NC_018494					
CP030330					
CP019130					
AB297474					
CP040126	qacE,qacEdelta1				
AP018235					
CP017028					
CP041250					
CP042869					
CP018440					
KX274135		merR1			
MH430881	qacEdelta1	merC,merR,merT			
CP017585					
CP029987					
CP025848				eatA	
CP040869	qacC				
CP002178					
CP027358					
KX023260					
CP025403				cvaC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF	
LR131952					
LC467982					
CP040502					
CP013294					
CP044631					
NC_009726					
MF150536					
CP009532					
NC_019730					
CP008708					
KF602051					
DQ458910					
CP042398					
NC_020553					
KT317611					
KC237287					
LT985193					
CP013558					
CP033251	qacEdelta1				
GQ149344					
NC_016979					
CP009719					
KF365913					
AP019546	qacA,qacR	cadD			
CP026330					
CP002968				faeG	
CP018232					
CP040940					
CP026233	qacEdelta1	merR,merT			
NC_015910					
KM107844					
CP017366					
CP001245					
CP019739					
CP014602					
LT838204					
JQ611726					
CP001115					
CP032141					
NC_019201					
CP029778					
NC_014840					
CP011605					
KX753678					
CP003602					
GQ900428		arsB,arsC,arsR,mco			
CP033379		terB,terC,terD,terE			
CP022673					
CP037458					
CP032755					
CP036922					
JX406743					
CP016267					
NC_017484					
CP013059					
CP003579					
AY255829					
CP042539					
CP025552					
CP002443					
CP019064					
KY000072					
AP019680					
KC686700					
CP002092					
JX101642					
CP018090					
CP022036					
AP020327					
KY990887	qacE,qacL	terD,terW,terZ			
NC_021241					
CP029170					
CP039464					
MF042355					
MH457202					
CP024037					
NC_021920					
CP043517					
CP010216					
CP011586					
KJ850907					
NC_017577					
CP014366					
CP024284					
CP016969					
CP034796				ehxA,espP,etpD,katP,toxB	
CP040620					
CP002227					
CP028967					
MK086028					
CP012113				cvaC,iroB,iroC,iroD,iroE,iss,iucA,iucB,iucC,iucD,iutA,mchF	
CP020522					
NC_016850					
NC_002132					
NC_012155					
AP018047					
MK455768					
CP012292					
CP003589					
CP011571	qacEdelta1	merB,merD,merR			
CP044839					
AY862141					
CP033955		terB,terC,terD,terE		iroN,iucA,iucB,iucC,iutA,rmpA,rmpC,rmpD	
NC_022602					
CP034679		pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silE,silP,silR			
AL117189					
CP017439				ehxA,espP,etpD,katP,toxB	
CP024382					
CP042554					
CP035940					
CP036932					
JQ418522					
NC_016150					
MG674582					
AP011152					
CP018855		copA,copB			
CP018220	qacEdelta1,qacL	merC,merP,merR,merT,silA,silB,silC,silE,silF,silP,silR,silS			
DQ140180					
CP042547		merA,merD,merR,merT,ncrA,ncrB,ncrC,ncrY			
CP018445					
CP040806	qacEdelta1	merC,merR,merT,terD,terW,terZ			
CP028543	qacEdelta1	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP003598					
CP014938					
CP016596					
AP012033					
CP018920					
AY879342				capU,ipaH9.8,sepA,virF	
KY349138					
KM204147					
NC_023324					
CP001406					
CP010345					
LN890657					
CP021475					
MK671725	qacEdelta1				
CP044020					
CP041551				senB	
CP025472					
CP033942					
LS992182	qacEdelta1				
GQ900437					
KF362121		merC,merP,merR,merT			
CP031710					
CP026200					
CP025585					
LR026976					
CP016266					
MG825385					
NC_011665					
HE578058					
CP043215	qacEdelta1	merA,merB,merD,merE,merP,merR,merT			
CP041562					
CP039975		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
CP001317					
KX443398					
LT635654					
AP014811					
CP010317		arsD,arsR			
NC_011917					
CP041680					
AP018354					
M28829					
DQ517426					
CP032122					
CP002283					
KJ484630					
NC_019355					
CP023660					
CP010870					
CP024106					
NC_016139					
HG796382					
CP018207					
CP021203					
CP030851					
CP032397	qacEdelta1	merA,merB,merC,merP,merR,merT			
CP019564		cadD			
CP013586					
CP025492					
CP016479					
CP032877	qacEdelta1				
KF831356		cadD		sed,sej,ser	
NC_018694					
LT985290					
CP019735					
CP028795					
CP039933					
CP010399					
CP040821					
MG825373	qacL	terD,terW,terZ			
CP009668					
JQ436722					
LR025104					
HE603227					
CP018204					
CP026590					
CP001347					
KY271404		arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	hsp20		
FO681495					
CP035178					
NC_007274					
CP000944					
CP013544					
CP023144					
CP009636					
KY471629					
NC_012630					
MG228426					
CP001799					
CP013162					
HG796288					
