name	pMLST_scheme	Sequence_type	Nearest_ST
CP012862	inchi2	None	
CP011632	inchi2	None	
AP014869	inchi2	None	
CP029967	inchi2	None	
CP024792	inchi2	None	
CP014894	inchi2	None	
CP010578	inchi2	None	
CP038615	inchi2	None	
KR905387	inchi2	None	
CP042047	inchi2	None	
CP035506	inchi2	None	
CP032129	inchi2	None	
FJ197818	inchi2	None	
CP040251	inchi2	None	
CP012652	inchi2	None	
CP035409	inchi2	None	
NC_017204	inchi2	None	
CP040264	inchi2	None	
NC_011885	inchi2	None	
CP013354	inchi2	None	
CP009638	inchi2	None	
CP030632	inchi2	None	
CP015502	inchi2	None	
EF535851	inchi2	None	
KT347600	inchi2	3	
CP002398	inchi2	None	
GQ329881	inchi2	None	
AP017618	inchi2	None	
CP041553	inchi2	None	
CP032219	inchi2	None	
CP027854	inchi2	None	
CP012991	inchi2	None	
LR134258	inchi2	None	
CP033927	inchi2	None	
CP000065	inchi2	None	
CP022170	inchi2	None	
NC_018490	inchi2	None	
NC_012219	inchi2	None	
MH544243	inchi2	None	
CP018111	inchi2	None	
NC_023289	inchi2	None	
HG796329	inchi2	None	
MH077952	inchi2	3	
AP008931	inchi2	None	
CP030517	inchi2	None	
NC_011871	inchi2	None	
CP036782	inchi2	None	
CP022042	inchi2	None	
CP024565	inchi2	None	
NC_018640	inchi2	None	
LT985211	inchi2	None	
CP011165	inchi2	None	
CP024325	inchi2	None	
CP032804	inchi2	None	
HQ201416	inchi2	None	
CP013700	inchi2	None	
CP038032	inchi2	None	
CP038629	inchi2	None	
CP029367	inchi2	None	
CP045813	inchi2	None	
CP037994	inchi2	None	
KY000056	inchi2	None	
CP016409	inchi2	None	
HE603210	inchi2	None	
CP036939	inchi2	None	
CP016727	inchi2	None	
KP842560	inchi2	None	
CP017721	inchi2	None	
CP001030	inchi2	None	
CP003850	inchi2	None	
CP009660	inchi2	None	
CP010215	inchi2	None	
CP023879	inchi2	None	
MK046687	inchi2	None	
NC_010066	inchi2	None	
CP016425	inchi2	None	
CP045770	inchi2	None	
CP036964	inchi2	None	
CP001502	inchi2	None	
CP015885	inchi2	None	
HF937104	inchi2	None	
CP026518	inchi2	None	
JQ269335	inchi2	None	
CP006964	inchi2	None	
CP026161	inchi2	None	
AF041836	inchi2	None	
AP019766	inchi2	None	
CP006793	inchi2	None	
CP044657	inchi2	None	
JQ655731	inchi2	None	
NC_025140	inchi2	None	
CP024879	inchi2	None	
CP035361	inchi2	None	
JQ665880	inchi2	None	
CP002975	inchi2	None	
AP018250	inchi2	None	
KT223776	inchi2	None	
KC405064	inchi2	None	
CP012256	inchi2	None	
CP014683	inchi2	None	
NC_002100	inchi2	None	
CP002981	inchi2	None	
HG796310	inchi2	None	
CP003299	inchi2	None	
LC155907	inchi2	None	
CP003895	inchi2	None	
CP039344	inchi2	None	
CP033765	inchi2	None	
CP011865	inchi2	None	
CP002900	inchi2	None	
CP003437	inchi2	None	
CP019925	inchi2	None	
AP012173	inchi2	None	
CP012049	inchi2	None	
KX856068	inchi2	None	
CP042130	inchi2	None	
AB082959	inchi2	None	
NC_016980	inchi2	None	
CP026710	inchi2	None	
CP042936	inchi2	None	
KT149389	inchi2	None	
CP018704	inchi2	None	
CP014328	inchi2	None	
CP009330	inchi2	None	
CP014966	inchi2	None	
NC_008504	inchi2	None	
NC_013299	inchi2	None	
CP013491	inchi2	None	
AF378372	inchi2	None	
CP017431	inchi2	None	
AM889286	inchi2	None	
CP001740	inchi2	None	
AB063332	inchi2	None	
CP013687	inchi2	None	
HE650696	inchi2	None	
CP019249	inchi2	None	
NC_004925	inchi2	None	
NC_006377	inchi2	None	
NC_019075	inchi2	None	
CP040645	inchi2	None	
CP045744	inchi2	None	
AP018051	inchi2	None	
AP014826	inchi2	None	
CP012701	inchi2	None	
NC_001387	inchi2	None	
CP036440	inchi2	None	
CP014388	inchi2	None	
NC_023313	inchi2	None	
CP031159	inchi2	None	
KY930324	inchi2	None	
CP016919	inchi2	None	
MF679145	inchi2	None	
CP034406	inchi2	None	
CP036464	inchi2	None	
CP042378	inchi2	None	
CP036603	inchi2	None	
KF623109	inchi2	None	
HG969995	inchi2	None	
CP023856	inchi2	None	
NC_010281	inchi2	None	
MH909333	inchi2	None	
CP017988	inchi2	None	
CP016399	inchi2	None	
MH286952	inchi2	None	
MF993442	inchi2	None	
CP018668	inchi2	None	
NC_011971	inchi2	None	
CP001555	inchi2	None	
MH785226	inchi2	None	
CP039326	inchi2	None	
CP015269	inchi2	None	
NC_011250	inchi2	None	
CP023452	inchi2	None	
CP003134	inchi2	None	
KT334396	inchi2	None	
CP014424	inchi2	None	
CP017377	inchi2	None	
CP033941	inchi2	None	
CP040885	inchi2	None	
CP018263	inchi2	None	
NC_009652	inchi2	None	
NC_010257	inchi2	None	
CP042009	inchi2	None	
CP001822	inchi2	None	
CP012451	inchi2	None	
MG893567	inchi2	None	
CP021959	inchi2	None	
NC_015561	inchi2	None	
NC_009133	inchi2	None	
CP025625	inchi2	None	
CP026517	inchi2	None	
FJ228229	inchi2	None	
MG299145	inchi2	None	
EU192194	inchi2	None	
CP016173	inchi2	None	
FP885893	inchi2	None	
CP009936	inchi2	None	
CP030385	inchi2	None	
CP036919	inchi2	None	
CP016039	inchi2	None	
NC_011408	inchi2	None	
NC_017234	inchi2	None	
AE011190	inchi2	None	
CP014112	inchi2	None	
CP009594	inchi2	None	
CP013765	inchi2	None	
CP012855	inchi2	None	
CP027616	inchi2	None	
CP036321	inchi2	None	
CP035665	inchi2	None	
AY167745	inchi2	None	
KF740632	inchi2	None	
KM348008	inchi2	None	
CP044052	inchi2	None	
HE579072	inchi2	None	
CP027179	inchi2	None	
NC_010470	inchi2	None	
CP035661	inchi2	None	
CP037526	inchi2	None	
AP019859	inchi2	None	
CP006906	inchi2	None	
NC_012529	inchi2	None	
MG557995	inchi2	None	
CP016742	inchi2	None	
NC_001476	inchi2	None	
KM659091	inchi2	None	
CP032164	inchi2	None	
GQ904227	inchi2	None	
CP039461	inchi2	None	
CP021906	inchi2	None	
CP000799	inchi2	None	
CP042280	inchi2	None	
KX839207	inchi2	None	
CP029456	inchi2	None	
CP003613	inchi2	None	
CP019601	inchi2	None	
CP037089	inchi2	None	
AE001584	inchi2	None	
CP044528	inchi2	None	
CP021331	inchi2	None	
CP027057	inchi2	None	
CP045331	inchi2	None	
MK181566	inchi2	None	
MF062092	inchi2	None	
CP000533	inchi2	None	
AP018322	inchi2	None	
CP023902	inchi2	None	
NC_005240	inchi2	None	
FR850039	inchi2	None	
AP012299	inchi2	None	
FN869858	inchi2	None	
CP023807	inchi2	None	
CP000704	inchi2	None	
CP045322	inchi2	None	
LT985387	inchi2	None	
KT148595	inchi2	None	
CP014106	inchi2	None	
CP016792	inchi2	None	
NC_013344	inchi2	None	
CP017783	inchi2	None	
CP030291	inchi2	None	
CP003758	inchi2	None	
LR134470	inchi2	None	
KR936172	inchi2	None	
CP020850	inchi2	None	
CP013269	inchi2	None	
AF325537	inchi2	None	
CP031410	inchi2	None	
AP013038	inchi2	None	
AP017892	inchi2	None	
CP003485	inchi2	None	
AY333434	inchi2	None	
CP009289	inchi2	None	
CP035420	inchi2	None	
NC_013321	inchi2	None	
CP040177	inchi2	None	
CP021998	inchi2	None	
CP024787	inchi2	None	
CP031804	inchi2	None	
CP029540	inchi2	None	
CP040685	inchi2	None	
NC_011647	inchi2	None	
CP016689	inchi2	None	
CP015499	inchi2	None	
FN392239	inchi2	None	
CP019658	inchi2	None	
NC_005921	inchi2	None	
LR027519	inchi2	None	
KY093013	inchi2	None	
CP041744	inchi2	None	
CP012416	inchi2	None	
NC_015221	inchi2	None	
NC_020994	inchi2	None	
CP013186	inchi2	None	
KX982169	inchi2	None	
CP027392	inchi2	None	
NC_005814	inchi2	None	
KU302804	inchi2	None	
CP032643	inchi2	None	
NC_001385	inchi2	None	
KX928750	inchi2	None	
CP026242	inchi2	None	
KR078259	inchi2	None	
NC_019267	inchi2	None	
CP031216	inchi2	None	
CP027144	inchi2	1	
AP018243	inchi2	None	
NC_025138	inchi2	None	
CP017187	inchi2	None	
NC_013318	inchi2	None	
CP010644	inchi2	None	
CP003636	inchi2	None	
MK372381	inchi2	None	
CP010627	inchi2	None	
CP041249	inchi2	None	
CP036770	inchi2	None	
NC_017718	inchi2	None	
AE001272	inchi2	None	
CP012143	inchi2	None	
CP010736	inchi2	None	
CP039967	inchi2	None	
NC_002131	inchi2	None	
CP032896	inchi2	None	
CP042057	inchi2	None	
KX064435	inchi2	None	
CP034130	inchi2	None	
KY000050	inchi2	None	
CP019025	inchi2	None	
CP025144	inchi2	None	
CP043518	inchi2	None	
KT345947	inchi2	None	
FP565810	inchi2	None	
NC_014476	inchi2	None	
NC_021912	inchi2	None	
CP042508	inchi2	None	
CP044653	inchi2	None	
FN597255	inchi2	None	
CP000149	inchi2	None	
LT985261	inchi2	None	
CP017796	inchi2	None	
NC_021493	inchi2	None	
CP033628	inchi2	None	
CP014321	inchi2	None	
EU636993	inchi2	None	
CP025402	inchi2	4	
CP030407	inchi2	None	
CP039861	inchi2	2	
MG288683	inchi2	None	
NC_012131	inchi2	None	
KY041843	inchi2	None	
CP015969	inchi2	None	
CP012397	inchi2	None	
CP015151	inchi2	None	
CP035169	inchi2	None	
AP012158	inchi2	None	
CP026401	inchi2	None	
KX397572	inchi2	None	
NC_003490	inchi2	None	
NC_018998	inchi2	None	
HF545435	inchi2	None	
CP032113	inchi2	None	
CP022125	inchi2	None	
CP034854	inchi2	None	
FJ705304	inchi2	None	
KT693143	inchi2	None	
CP029941	inchi2	None	
CP030612	inchi2	None	
MK123268	inchi2	None	
CP021085	inchi2	None	
CP036337	inchi2	None	
NC_019154	inchi2	None	
CP039980	inchi2	None	
KX443391	inchi2	None	
CP010664	inchi2	None	
KY354306	inchi2	None	
AP014720	inchi2	None	
NC_019184	inchi2	None	
NC_020544	inchi2	None	
NC_011846	inchi2	None	
NC_013292	inchi2	None	
AP018939	inchi2	None	
CP023823	inchi2	None	
CP021212	inchi2	None	
CP028624	inchi2	None	
NC_013392	inchi2	None	
CP041105	inchi2	None	
CP009663	inchi2	None	
LT985227	inchi2	None	
CP013581	inchi2	None	
AP019198	inchi2	None	
CP039450	inchi2	None	
CP001009	inchi2	None	
CP003337	inchi2	None	
CP019729	inchi2	None	
CP009629	inchi2	None	
CP003892	inchi2	None	
NC_010675	inchi2	None	
CP023836	inchi2	None	
LK056645	inchi2	None	
CP000310	inchi2	None	
KU051709	inchi2	None	
NC_011214	inchi2	None	
CP024832	inchi2	None	
CP040072	inchi2	None	
NC_021734	inchi2	None	
AY647243	inchi2	None	
D43692	inchi2	None	
CP036206	inchi2	None	
CP022996	inchi2	None	
CP031279	inchi2	None	
KF976462	inchi2	None	
CP034802	inchi2	None	
CP032895	inchi2	None	
NC_018992	inchi2	None	
CP025244	inchi2	None	
CP038867	inchi2	None	
CP018864	inchi2	None	
NC_019895	inchi2	None	
KJ020576	inchi2	None	
NC_019533	inchi2	None	
NC_008764	inchi2	None	
CP029179	inchi2	None	
NC_013333	inchi2	None	
CP028373	inchi2	None	
CP015602	inchi2	None	
CP002202	inchi2	None	
CP009491	inchi2	None	
CP041880	inchi2	None	
CP011850	inchi2	None	
CP027045	inchi2	None	
CP014296	inchi2	None	
CP024559	inchi2	None	
CP017221	inchi2	None	
AP017627	inchi2	None	
NC_011255	inchi2	None	
AY256846	inchi2	None	
CP032807	inchi2	None	
LN831028	inchi2	None	
KX156773	inchi2	None	
CP028873	inchi2	None	
CP026800	inchi2	None	
HE805917	inchi2	None	
CP018699	inchi2	None	
CP023030	inchi2	None	
CP015803	inchi2	None	
CP027605	inchi2	None	
CP024295	inchi2	None	
CP034811	inchi2	None	
CP018886	inchi2	None	
CP014203	inchi2	None	
CP029153	inchi2	None	
CP007636	inchi2	None	
MK649827	inchi2	None	
CP018964	inchi2	None	
CP038638	inchi2	None	
CP009994	inchi2	None	
KY984046	inchi2	None	
CP039430	inchi2	None	
CP033845	inchi2	None	
CP016547	inchi2	None	
CP010970	inchi2	None	
CP025114	inchi2	None	
CP002612	inchi2	None	
CP028653	inchi2	None	
NC_001370	inchi2	None	
HM748980	inchi2	None	
CP042208	inchi2	None	
CP014289	inchi2	None	
CP025885	inchi2	None	
CP032210	inchi2	None	
CP003574	inchi2	None	
CP042012	inchi2	None	
CP024472	inchi2	None	
CP017616	inchi2	None	
CP013793	inchi2	None	
AB064396	inchi2	None	
CP022226	inchi2	None	
CP035474	inchi2	None	
CP039316	inchi2	None	
NC_007107	inchi2	None	
NC_019428	inchi2	None	
CP034901	inchi2	None	
KT225520	inchi2	None	
NC_004845	inchi2	None	
CP006891	inchi2	None	
NC_020957	inchi2	None	
AB109805	inchi2	None	
CP010700	inchi2	None	
CP036762	inchi2	None	
CP027251	inchi2	None	
CP028562	inchi2	None	
CP033951	inchi2	None	
CP008745	inchi2	None	
CP045536	inchi2	None	
JX469830	inchi2	None	
CP013257	inchi2	None	
AF047385	inchi2	None	
CP018982	inchi2	None	
AP018703	inchi2	None	
CP003038	inchi2	None	
LS992155	inchi2	None	
NC_001621	inchi2	None	
CP025207	inchi2	None	
CP036197	inchi2	None	
CP036768	inchi2	None	
CP030284	inchi2	None	
AP018323	inchi2	None	
NC_015971	inchi2	None	
NC_008506	inchi2	None	
NC_010849	inchi2	None	
JQ737005	inchi2	None	
NC_013033	inchi2	None	
LT907977	inchi2	None	
CP044819	inchi2	None	
CP028193	inchi2	None	
MG869621	inchi2	None	
CP001549	inchi2	None	
NC_007490	inchi2	None	
CP024436	inchi2	None	
CP021854	inchi2	None	
HF677571	inchi2	None	
CP001755	inchi2	None	
CP029721	inchi2	None	
CP021020	inchi2	None	
NC_018422	inchi2	None	
KY363998	inchi2	None	
CP045069	inchi2	None	
AF488831	inchi2	None	
MN232199	inchi2	None	
CP020720	inchi2	None	
NC_019124	inchi2	None	
CP037268	inchi2	None	
NC_020910	inchi2	None	
CP033208	inchi2	None	
NC_023145	inchi2	None	
KX015668	inchi2	None	
CP032172	inchi2	None	
CP001242	inchi2	None	
CP036447	inchi2	None	
CP035147	inchi2	None	
NC_015258	inchi2	None	
CP014169	inchi2	None	
CP012464	inchi2	None	
CP012183	inchi2	None	
CP045388	inchi2	None	
HG793098	inchi2	None	
CP024789	inchi2	None	
NC_023072	inchi2	None	
CP039583	inchi2	None	
NC_009753	inchi2	None	
HG796775	inchi2	None	
CP014172	inchi2	None	
CP012277	inchi2	None	
AB905437	inchi2	None	
KF648875	inchi2	None	
AP017310	inchi2	None	
CP017772	inchi2	None	
CP003441	inchi2	None	
NC_022782	inchi2	None	
CP001454	inchi2	None	
CP021253	inchi2	None	
CP041739	inchi2	None	
CP017710	inchi2	None	
HE577055	inchi2	None	
CP026273	inchi2	None	
NC_008438	inchi2	None	
CP000404	inchi2	None	
MK419152	inchi2	None	
CP001207	inchi2	None	
M12730	inchi2	None	
NC_017590	inchi2	None	
CP019269	inchi2	None	
CP010709	inchi2	None	
CP035173	inchi2	None	
LR026977	inchi2	None	
AB369999	inchi2	None	
CP040359	inchi2	None	
CP040364	inchi2	None	
CP018257	inchi2	None	
NC_017394	inchi2	None	
CP003027	inchi2	None	
CP042021	inchi2	None	
CP030019	inchi2	None	
NC_021667	inchi2	None	
HG796438	inchi2	None	
CP000642	inchi2	None	
CP011808	inchi2	None	
NC_010394	inchi2	None	
MH286949	inchi2	None	
CP001514	inchi2	None	
LN554849	inchi2	None	
CP040722	inchi2	None	
LR131954	inchi2	None	
FM162592	inchi2	None	
CP030366	inchi2	None	
CP007543	inchi2	None	
KM659090	inchi2	None	
CP010742	inchi2	None	
NC_019893	inchi2	None	
CP034955	inchi2	None	
NC_002110	inchi2	None	
CP036306	inchi2	None	
CP038140	inchi2	None	
CP001730	inchi2	None	
CP019660	inchi2	None	
CP034883	inchi2	None	
CP036737	inchi2	None	
MG878868	inchi2	None	
CP030091	inchi2	None	
CP011621	inchi2	None	
GQ401131	inchi2	None	
CP036740	inchi2	None	
NC_016978	inchi2	None	
KY213890	inchi2	None	
CP010785	inchi2	None	
CP043228	inchi2	None	
CP001443	inchi2	None	
CP028419	inchi2	None	
NC_009131	inchi2	None	
CP027420	inchi2	None	
CP036363	inchi2	None	
CP029937	inchi2	None	
KF640086	inchi2	None	
MN232191	inchi2	3	
AP011159	inchi2	None	
NC_005020	inchi2	None	
CP044398	inchi2	None	
CP025756	inchi2	None	
CP024030	inchi2	None	
KF701335	inchi2	None	
MH067975	inchi2	None	
CP006972	inchi2	None	
CP006001	inchi2	None	
NC_018611	inchi2	None	
CP022549	inchi2	None	
CP045693	inchi2	None	
KJ868091	inchi2	None	
CP015075	inchi2	None	
NC_019298	inchi2	None	
CP032465	inchi2	None	
CP009413	inchi2	None	
CP013071	inchi2	None	
CP010010	inchi2	None	
MF175187	inchi2	None	
CP028945	inchi2	None	
AP018573	inchi2	None	
CP018708	inchi2	None	
CP030917	inchi2	None	
CP030519	inchi2	None	
KF648558	inchi2	None	
CP024110	inchi2	None	
CP011499	inchi2	None	
CP039966	inchi2	None	
CP032794	inchi2	None	
NC_013190	inchi2	None	
CP028871	inchi2	None	
CP000676	inchi2	None	
CP036207	inchi2	None	
NC_010291	inchi2	None	
NC_001756	inchi2	None	
NC_015058	inchi2	None	
LR026982	inchi2	None	
KX154765	inchi2	None	
CP011652	inchi2	None	
CP033741	inchi2	None	
CP007745	inchi2	None	
CP038257	inchi2	None	
CP010568	inchi2	None	
KY689635	inchi2	None	
MN232185	inchi2	None	
NC_002091	inchi2	None	
CP001428	inchi2	None	
CP015599	inchi2	None	
CP042535	inchi2	None	
CP009018	inchi2	None	
AP017962	inchi2	None	
CP026689	inchi2	None	
CP001136	inchi2	None	
NC_012164	inchi2	None	
CP032170	inchi2	None	
CP022501	inchi2	None	
MH884650	inchi2	None	
JN704639	inchi2	None	
CP015384	inchi2	None	
CP044142	inchi2	None	
LC479452	inchi2	None	
CP022499	inchi2	None	
CP033220	inchi2	None	
CP026272	inchi2	None	
CP012932	inchi2	None	
NC_004252	inchi2	None	
CP025563	inchi2	None	
CP012575	inchi2	None	
CP045736	inchi2	None	
CP044043	inchi2	None	
MK736669	inchi2	1	
CP030511	inchi2	None	
CP011493	inchi2	None	
CP014408	inchi2	None	
CP030522	inchi2	None	
LT996084	inchi2	None	
NC_022654	inchi2	None	
CP018691	inchi2	None	
CP042011	inchi2	None	
MH465666	inchi2	None	
CP024329	inchi2	None	
CP023670	inchi2	None	
CP041648	inchi2	None	
CP003670	inchi2	None	
CP011384	inchi2	None	
CP030220	inchi2	None	
FM865439	inchi2	None	
CP010091	inchi2	None	
NC_018580	inchi2	None	
CP016901	inchi2	None	
KY362368	inchi2	None	
CP002947	inchi2	None	
CP024187	inchi2	None	
CP025871	inchi2	None	
CP040764	inchi2	None	
CP031652	inchi2	None	
KX753679	inchi2	None	
CP027450	inchi2	None	
CP040266	inchi2	None	
CP016389	inchi2	None	
HG796773	inchi2	None	
AF300473	inchi2	None	
CP045609	inchi2	None	
NC_019356	inchi2	None	
NC_007483	inchi2	None	
CP037229	inchi2	None	
AP019554	inchi2	None	
CP030335	inchi2	None	
AY214164	inchi2	None	
CP026371	inchi2	None	
MH067967	inchi2	None	
NC_019015	inchi2	None	
NC_010010	inchi2	None	
JQ609357	inchi2	None	
CP014108	inchi2	None	
NC_012174	inchi2	None	
AB893594	inchi2	None	
MK439386	inchi2	None	
CP009229	inchi2	None	
CP024508	inchi2	None	
CP013925	inchi2	None	
AP019704	inchi2	None	
CP039574	inchi2	None	
AP018331	inchi2	None	
AP012055	inchi2	None	
NC_010042	inchi2	None	
CP024396	inchi2	None	
CP011614	inchi2	None	
NC_012250	inchi2	None	
CP034325	inchi2	None	
AY267368	inchi2	None	
NC_010941	inchi2	None	
CP028921	inchi2	None	
NC_002136	inchi2	None	
CP029105	inchi2	None	
CP010195	inchi2	None	
CP011478	inchi2	None	
MG869627	inchi2	None	
NC_015969	inchi2	None	
NC_019260	inchi2	None	
CP020748	inchi2	None	
CP002602	inchi2	None	
MH785252	inchi2	None	
CP028980	inchi2	None	
JN835187	inchi2	None	
AP017347	inchi2	None	
CP037258	inchi2	None	
NC_011350	inchi2	None	
AP018185	inchi2	None	
CP027790	inchi2	None	
NC_007930	inchi2	None	
CP011577	inchi2	None	
KX774387	inchi2	None	
CP044408	inchi2	None	
HG796449	inchi2	None	
CP003302	inchi2	None	
CP045750	inchi2	None	
CP023562	inchi2	None	
CP023480	inchi2	None	
AP018179	inchi2	None	
CP034153	inchi2	None	
NC_017212	inchi2	None	
CP039584	inchi2	None	
CP014892	inchi2	None	
NC_014728	inchi2	None	
NC_019185	inchi2	None	
CP043044	inchi2	None	
NC_005329	inchi2	None	
CP010640	inchi2	None	
CP018351	inchi2	None	
KT780704	inchi2	None	
NC_019303	inchi2	None	
CP039405	inchi2	None	
AY312234	inchi2	None	
CP004071	inchi2	None	
CP018017	inchi2	None	
CP002088	inchi2	None	
CP039310	inchi2	None	
NC_010680	inchi2	None	
CP023177	inchi2	None	
CP032428	inchi2	None	
CP012903	inchi2	None	
CP027051	inchi2	None	
NC_017422	inchi2	None	
CP011543	inchi2	None	
NC_011767	inchi2	None	
MG904998	inchi2	None	
CP033848	inchi2	None	
JX469834	inchi2	None	
CP010632	inchi2	None	
CP023917	inchi2	None	
KU664810	inchi2	None	
CP041926	inchi2	None	
CP023503	inchi2	None	
CP012962	inchi2	None	
AB024946	inchi2	None	
CP019345	inchi2	None	
FR675941	inchi2	None	
CP035102	inchi2	None	
CP006589	inchi2	None	
CP003127	inchi2	None	
KJ541068	inchi2	None	
CP007623	inchi2	None	
CP045363	inchi2	None	
CP012971	inchi2	None	
CP016587	inchi2	None	
CP032128	inchi2	None	
AP018228	inchi2	None	
CP020479	inchi2	None	
CP026166	inchi2	None	
CP030556	inchi2	None	
CP033349	inchi2	None	
CP019774	inchi2	None	
NC_007762	inchi2	None	
CP014916	inchi2	None	
NC_005007	inchi2	None	
CP040178	inchi2	None	
CP045162	inchi2	None	
CP000810	inchi2	None	
CP002977	inchi2	None	
CP032259	inchi2	None	
KU302805	inchi2	None	
CP025946	inchi2	None	
CP033872	inchi2	None	
CP006016	inchi2	None	
KY848295	inchi2	None	
NC_009739	inchi2	None	
MH339998	inchi2	None	
CP040996	inchi2	None	
CP038647	inchi2	None	
NC_010614	inchi2	None	
CP003713	inchi2	None	
CP012258	inchi2	None	
NC_011853	inchi2	None	
CP024235	inchi2	None	
CP017898	inchi2	None	
CP020740	inchi2	None	
CP014122	inchi2	None	
CP033830	inchi2	None	
CP044215	inchi2	1	
AP014817	inchi2	None	
CP023798	inchi2	None	
CP011276	inchi2	None	
JN084215	inchi2	None	
NC_010507	inchi2	None	
NC_012919	inchi2	None	
KY978630	inchi2	None	
NC_004932	inchi2	None	
CP022256	inchi2	None	
AP001918	inchi2	None	
CP001919	inchi2	None	
CP018214	inchi2	None	
NC_023901	inchi2	None	
LT985317	inchi2	None	
AY714214	inchi2	None	
CP010214	inchi2	None	
CP003254	inchi2	None	
CP041252	inchi2	None	
AB021078	inchi2	None	
AF164956	inchi2	None	
NC_011774	inchi2	None	
CP001786	inchi2	None	
CP003434	inchi2	None	
CP001745	inchi2	None	
CP034226	inchi2	None	
CP018432	inchi2	None	
CP026025	inchi2	None	
NC_014016	inchi2	None	
KP164834	inchi2	None	
CP039609	inchi2	None	
U23762	inchi2	None	
JQ776502	inchi2	None	
CP008809	inchi2	None	
CP022918	inchi2	None	
AP018801	inchi2	None	
CP014919	inchi2	None	
CP024583	inchi2	None	
CP018079	inchi2	None	
CP002313	inchi2	None	
CP021657	inchi2	None	
CP002887	inchi2	None	
CP016486	inchi2	None	
CP001299	inchi2	None	
HG796794	inchi2	None	
CP017866	inchi2	None	
HG796320	inchi2	None	
NC_019096	inchi2	None	
CP044263	inchi2	None	
CP037425	inchi2	None	
CP009718	inchi2	None	
GQ470395	inchi2	None	
CP017008	inchi2	None	
CP022137	inchi2	None	
CP035461	inchi2	None	
HG796443	inchi2	None	
CP029589	inchi2	None	
MF042356	inchi2	None	
KC561137	inchi2	None	
CP034684	inchi2	None	
CP044672	inchi2	None	
CP026638	inchi2	None	
CP010110	inchi2	None	
KT935445	inchi2	None	
CP030360	inchi2	None	
KX118105	inchi2	None	
CP011354	inchi2	None	
CP037265	inchi2	None	
CP026402	inchi2	None	
HF679279	inchi2	None	
NC_021993	inchi2	None	
CP006904	inchi2	None	
CP007450	inchi2	None	
CP015086	inchi2	None	
CP024066	inchi2	None	
CP001587	inchi2	None	
KC542382	inchi2	None	
CP024435	inchi2	None	
CP017564	inchi2	None	
AF053945	inchi2	None	
CP014897	inchi2	None	
CP001282	inchi2	None	
CP045844	inchi2	3	
CP015233	inchi2	None	
CP014891	inchi2	None	
KY978628	inchi2	1	
CP039168	inchi2	None	
CP029387	inchi2	None	
CP039978	inchi2	None	
NC_019050	inchi2	None	
CP024527	inchi2	None	
NC_004936	inchi2	None	
DQ149242	inchi2	None	
X75356	inchi2	None	
CP030009	inchi2	None	
NC_010479	inchi2	None	
CP002139	inchi2	None	
CP001465	inchi2	None	
NC_005325	inchi2	None	
CP021064	inchi2	None	
CP037478	inchi2	None	
CP011146	inchi2	None	
CP030433	inchi2	None	
D14281	inchi2	None	
HE616893	inchi2	None	
NC_008757	inchi2	None	
AP018241	inchi2	None	
CP032112	inchi2	None	
CP028182	inchi2	None	
CP027510	inchi2	None	
AP018755	inchi2	None	
NC_021573	inchi2	None	
CP021190	inchi2	None	
CP029107	inchi2	None	
CP021974	inchi2	None	
AP017562	inchi2	None	
CP039758	inchi2	None	
NC_011799	inchi2	None	
AP018188	inchi2	None	
U36911	inchi2	None	
CP030676	inchi2	None	
NC_016515	inchi2	None	
AP019824	inchi2	None	
CP009070	inchi2	None	
NC_012259	inchi2	None	
NC_015729	inchi2	None	
CP035199	inchi2	None	
MH362812	inchi2	None	
NC_019233	inchi2	None	
CP010695	inchi2	None	
CP032838	inchi2	None	
HG969997	inchi2	None	
CP004067	inchi2	None	
NC_017654	inchi2	None	
AF310974	inchi2	None	
HG796772	inchi2	None	
CP040599	inchi2	None	
NC_004953	inchi2	None	
MK372380	inchi2	None	
AP018287	inchi2	None	
HG796376	inchi2	None	
CP019847	inchi2	None	
CP025038	inchi2	None	
CP023418	inchi2	None	
CP016626	inchi2	None	
KR905384	inchi2	None	
MK167463	inchi2	None	
CP023350	inchi2	None	
CP031897	inchi2	None	
CP041534	inchi2	None	
NC_008505	inchi2	None	
CP002587	inchi2	None	
CP023734	inchi2	None	
CP002854	inchi2	None	
CP018852	inchi2	None	
CP029912	inchi2	None	
NC_019264	inchi2	None	
NC_012000	inchi2	None	
CP022045	inchi2	None	
CP009839	inchi2	None	
CP014886	inchi2	None	
CP037862	inchi2	None	
CP017423	inchi2	None	
CP000484	inchi2	None	
EF221636	inchi2	None	
CP000603	inchi2	None	
CP032827	inchi2	None	
NC_012257	inchi2	None	
CP013754	inchi2	None	
JQ436721	inchi2	None	
NC_010409	inchi2	None	
CP032850	inchi2	None	
KY000039	inchi2	None	
CP044037	inchi2	None	
CP002493	inchi2	None	
CP000273	inchi2	None	
NC_010282	inchi2	None	
LT963399	inchi2	None	
AP019678	inchi2	None	
CP001082	inchi2	None	
NC_021522	inchi2	None	
CP023832	inchi2	None	
NC_017395	inchi2	None	
KX009062	inchi2	None	
NC_012179	inchi2	None	
EU362919	inchi2	None	
NC_014354	inchi2	None	
NC_012627	inchi2	None	
CP004351	inchi2	None	
CP026637	inchi2	None	
NC_019790	inchi2	None	
CP026708	inchi2	None	
NC_014003	inchi2	None	
CP011645	inchi2	None	
KX785322	inchi2	None	
CP002561	inchi2	None	
CP024485	inchi2	None	
