name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
AusGEM_01002	-	O15	H11	O15:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-1-wzx-origin;O15-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	contig00053;contig00053;contig00004;	148-1392;2425-3603;63495-64953;	1245;1179;1459;	v1.0 (11-03-2020)	-
TEA_C4_34	-	O1	H7	O1:H7	-	Based on 2 allele(s)	wzx:1;fliC:1;	O1-1-wzx-origin;H7-3-fliC-origin;	100;100;	100;100;	CADGIO010000026.1;CADGIO010000002.1;	1592-2818;40934-42691;	1227;1758;	v1.0 (11-03-2020)	-
AUSMDU00034355	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00003;contig00003;contig00016;	5488-6747;2273-3335;97224-98273;	1260;1063;1050;	v1.0 (11-03-2020)	-
AUSMDU00022919	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.862;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.825;100;	100;90;100;	contig00003;contig00067;contig00027;	1222-2481;1-958;38315-39364;	1260;958;1050;	v1.0 (11-03-2020)	-
ERR5355910	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00002;contig00015;	3429-4688;214-1276;97225-98274;	1260;1063;1050;	v1.0 (11-03-2020)	-
ERR5355638	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00004;contig00028;contig00025;	155-1414;30501-31563;23980-25029;	1260;1063;1050;	v1.0 (11-03-2020)	-
TEA_E8856	-	-	H11	-:H11	-	Based on 1 allele(s)	fliC:1;	H11-4-fliC;	100;	100;	CADGSU010000046.1;	5044-6502;	1459;	v1.0 (11-03-2020)	-
AusGEM_01130	-	O76	H23	O76:H23	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O76-3-wzx;O76-5-wzy;H23-2-fliC;	100;100;99.943;	100;100;100;	contig00001;contig00001;contig00001;	457176-458414;458980-460212;552815-554581;	1239;1233;1767;	v1.0 (11-03-2020)	-
ERR5355931	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00003;contig00003;contig00016;	211171-212430;214583-215645;38315-39364;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR5512179	-	O1	H7	O1:H7	-	Based on 2 allele(s)	wzx:0.629;fliC:1;	O1-1-wzx-origin;H7-3-fliC-origin;	99.87;100;	63;100;	contig00119;contig00071;	1-770;7105-8862;	770;1758;	v1.0 (11-03-2020)	-
AusGEM_01179	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	contig00002;	748205-749254;	1050;	v1.0 (11-03-2020)	-
AusGEM_01324	-	O146	H28	O146:H28	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O146-3-wzx;O146-4-wzy;H28-6-fliC;	100;99.915;99.54;	100;100;100;	contig00006;contig00006;contig00018;	31905-33443;28365-29543;21705-23444;	1539;1179;1740;	v1.0 (11-03-2020)	-
AusGEM_00544	-	O83	H4	O83:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.993;fliC:1;	O83-1-wzx-origin;O83-2-wzy-origin;H4-2-fliC-origin;	99.723;99.272;100;	100;100;100;	contig00001;contig00001;contig00001;	343601-345043;345040-346275;525250-526299;	1443;1236;1050;	v1.0 (11-03-2020)	-
TEA_W3_58	-	O132	H52	O132:H52	-	Based on 2 allele(s)	wzx:0.52;fliC:1;	O132-1-wzx-origin;H52-1-fliC-origin;	100;100;	52;100;	CADHJJ010000247.1;CADHJJ010000079.1;	2618-3282;29851-31194;	665;1344;	v1.0 (11-03-2020)	-
AusGEM_01254	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00011;	108179-109711;114610-115683;112263-113572;	1533;1074;1310;	v1.0 (11-03-2020)	-
AusGEM_00868	-	O9	H9	O9:H9	-	Based on 2 allele(s)	wzt:0.999;fliC:1;	O9-4-wzt-origin;H9-3-fliC;	99.923;100;	100;100;	contig00025;contig00001;	32712-34007;53474-55486;	1296;2013;	v1.0 (11-03-2020)	-
TEA_A3_31	-	O154	H4	O154:H4	-	Based on 2 allele(s)	wzx:0.579;fliC:1;	O154-1-wzx-origin;H4-1-fliC-origin;	99.867;99.905;	58;100;	CADHLY010000446.1;CADHLY010000077.1;	1-752;23575-24624;	752;1050;	v1.0 (11-03-2020)	-
AUSMDU00017106	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-6-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00011;	341589-343121;335617-336690;123380-124689;	1533;1074;1310;	v1.0 (11-03-2020)	-
TEA_8_1_AC8	-	-	H30	-:H30	-	Based on 1 allele(s)	fliC:1;	H30-2-fliC;	100;	100;	CADHFY010000028.1;	22532-24244;	1713;	v1.0 (11-03-2020)	-
AusGEM_00675	-	O25	H1	O25:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O25-3-wzx;O25-5-wzy;H1-1-fliC-origin;	100;100;99.944;	100;100;100;	contig00001;contig00001;contig00003;	623104-624364;626521-627583;46814-48601;	1261;1063;1788;	v1.0 (11-03-2020)	-
TEA_B1191	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-6-fliC-origin;	100;	100;	CADGFE010000027.1;	14189-15946;	1758;	v1.0 (11-03-2020)	-
AusGEM_00390	-	O46	H31	O46:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O46-5-wzx;O46-8-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	contig00013;contig00013;contig00005;	66588-67720;64376-65515;313358-315025;	1133;1140;1668;	v1.0 (11-03-2020)	High similarity O-antigen group 6:O46/O134 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_01441	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00001;	566615-567871;567871-569214;168150-169817;	1257;1344;1668;	v1.0 (11-03-2020)	-
TEA_A1_38	-	-	H37	-:H37	-	Based on 1 allele(s)	fliC:1;	H37-1-fliC-origin;	99.941;	100;	CADGKV010000059.1;	3553-5238;	1686;	v1.0 (11-03-2020)	-
SRR17085835	-	O18	H5	O18:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-1-wzx-origin;O18-5-wzy-origin;H5-6-fliC;	100;100;99.924;	100;100;100;	contig00070;contig00070;contig00014;	9026-10273;10375-11520;4933-6242;	1248;1146;1310;	v1.0 (11-03-2020)	-
AusGEM_00183	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00037;contig00037;contig00030;	12901-14175;15580-16869;32662-33711;	1275;1290;1050;	v1.0 (11-03-2020)	-
ERR5355832	-	O103	H21	O103:H21	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O103-7-wzx-origin;O103-38-wzy;H21-12-fliC;	99.921;100;100;	100;100;100;	contig00005;contig00093;contig00030;	1567-2832;1154-2298;8940-10415;	1266;1145;1476;	v1.0 (11-03-2020)	-
ERR161304	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00001;contig00001;contig00016;	71868-73127;68653-69715;38271-39320;	1260;1063;1050;	v1.0 (11-03-2020)	-
AusGEM_00120	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-1-wzx-origin;O78-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00005;contig00005;contig00012;	24956-26371;29098-30219;42972-44021;	1416;1122;1050;	v1.0 (11-03-2020)	-
AusGEM_01538	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	contig00005;contig00005;contig00002;	338364-339611;340722-341888;75282-76591;	1248;1167;1310;	v1.0 (11-03-2020)	-
AusGEM_00979	-	O8	H20	O8:H20	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H20-1-fliC-origin;	100;100;100;	100;100;100;	contig00101;contig00101;contig00119;	6184-6978;4970-6184;6995-8725;	795;1215;1731;	v1.0 (11-03-2020)	-
AUSMDU00034352	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.824;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.847;100;	100;86;100;	contig00058;contig00093;contig00013;	8928-10187;1-915;97168-98217;	1260;915;1050;	v1.0 (11-03-2020)	-
AusGEM_02035	-	O9	H12	O9:H12	-	Based on 3 allele(s)	wzm:0.999;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H12-3-fliC-origin;	99.873;100;100;	100;100;100;	contig00005;contig00005;contig00005;	3582-4367;4370-5665;148115-149902;	786;1296;1788;	v1.0 (11-03-2020)	-
ERR5355603	-	O103	H7	O103:H7	-	Based on 3 allele(s)	wzx:1;wzy:0.995;fliC:1;	O103-1-wzx-origin;O103-24-wzy;H7-6-fliC-origin;	100;99.478;100;	100;100;100;	contig00004;contig00051;contig00024;	731-1996;45-1193;46911-48668;	1266;1149;1758;	v1.0 (11-03-2020)	-
ERR5355602	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;99.714;	100;100;100;	contig00003;contig00003;contig00029;	5358-6617;2143-3205;38313-39359;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR12875406	-	-	H5	-:H5	-	Based on 1 allele(s)	fliC:1;	H5-6-fliC;	100;	100;	contig00118;	6431-7740;	1310;	v1.0 (11-03-2020)	-
AUSMDU00047960	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.909;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.656;100;	100;95;100;	contig00002;contig00070;contig00016;	185-1444;1-1013;97204-98253;	1260;1013;1050;	v1.0 (11-03-2020)	-
AusGEM_00227	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00005;contig00005;contig00001;	199033-200259;202527-203531;386776-388533;	1227;1005;1758;	v1.0 (11-03-2020)	-
TEA_BS87	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CADGYE010000120.1;CADGYE010000187.1;CADGYE010000038.1;	28440-29699;1192-2254;8271-9320;	1260;1063;1050;	v1.0 (11-03-2020)	-
AUSMDU00047807	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:0.51;fliC:0.99;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;99.279;	100;51;100;	contig00032;contig00083;contig00010;	1528-2715;1-580;30109-31773;	1188;580;1665;	v1.0 (11-03-2020)	-
AusGEM_00353	-	O77/O17/O44/O106	H34	O77/O17/O44/O106:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.66;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H34-3-fliC;	100;100;98.367;	100;100;67;	contig00006;contig00006;contig00006;	70065-71300;68692-70023;172059-173160;	1236;1332;1102;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_00083	-	-	H7	-:H7	-	Based on 1 allele(s)	fliC:1;	H7-3-fliC-origin;	100;	100;	contig00008;	93801-95558;	1758;	v1.0 (11-03-2020)	-
AUSMDU00021458	-	O75	H5	O75:H5	-	Based on 2 allele(s)	wzx:0.53;fliC:1;	O75-4-wzx;H5-6-fliC;	100;100;	53;100;	contig00027;contig00026;	55122-55941;7078-8387;	820;1310;	v1.0 (11-03-2020)	-
AusGEM_00165	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00008;	349264-350526;352238-353200;133991-135301;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_01673	-	O11	H25	O11:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H25-14-fliC;	100;100;100;	100;100;100;	contig00024;contig00024;contig00010;	47675-48910;45709-46944;104585-105904;	1236;1236;1320;	v1.0 (11-03-2020)	-
TEA_44_2_Ti11	-	O21	H25	O21:H25	-	Based on 3 allele(s)	wzx:0.54;wzy:0.81;fliC:1;	O21-3-wzx;O21-2-wzy-origin;H25-2-fliC-origin;	100;100;100;	54;81;100;	CADHBX010000234.1;CADHBX010000254.1;CADHBX010000041.1;	1-668;1-874;5304-6635;	668;874;1332;	v1.0 (11-03-2020)	-
TEA_E5150	-	O88	H25	O88:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O88-1-wzx-origin;O88-2-wzy-origin;H25-2-fliC-origin;	100;100;100;	100;100;100;	CADGED010000016.1;CADGED010000100.1;CADGED010000021.1;	20-1477;1100-2374;62105-63436;	1458;1275;1332;	v1.0 (11-03-2020)	-
SRR11608157	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00002;contig00015;	48234-49493;45019-46081;97226-98275;	1260;1063;1050;	v1.0 (11-03-2020)	-
TEA_E8580	-	O113	H7	O113:H7	-	Based on 3 allele(s)	wzx:0.839;wzy:0.899;fliC:1;	O113-3-wzx;O113-2-wzy-origin;H7-6-fliC-origin;	99.832;99.907;100;	84;90;100;	CADGBC010000044.1;CADGBC010000103.1;CADGBC010000023.1;	49323-50511;1-1074;73995-75752;	1189;1074;1758;	v1.0 (11-03-2020)	-
AusGEM_01623	-	O21	H14	O21:H14	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.97;	O21-3-wzx;O21-2-wzy-origin;H14-4-fliC;	100;100;97.217;	100;100;100;	contig00001;contig00001;contig00001;	430506-431741;434030-435112;571661-573313;	1236;1083;1653;	v1.0 (11-03-2020)	-
AUSMDU00063030	-	O89	H4	O89:H4	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H4-15-fliC;	94.103;93.625;100;	100;100;100;	contig00087;contig00087;contig00014;	5642-6421;6428-7180;93215-94264;	780;753;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00024355	-	O4	H40	O4:H40	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H40-1-fliC-origin;	100;100;99.932;	100;100;100;	contig00023;contig00023;contig00002;	12495-13733;10412-11599;61217-62695;	1239;1188;1479;	v1.0 (11-03-2020)	-
AUSMDU00034354	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00058;contig00018;	170-1429;2225-3287;38314-39363;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR7828672	-	O102	H6	O102:H6	-	Based on 2 allele(s)	wzx:1;fliC:1;	O102-6-wzx;H6-17-fliC;	100;99.637;	100;100;	contig00152;contig00029;	124-1311;30099-31745;	1188;1653;	v1.0 (11-03-2020)	-
AusGEM_01373	-	O166	H15	O166:H15	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O166-3-wzx;O166-4-wzy;H15-1-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00013;	43642-44895;41678-42751;36351-38039;	1254;1074;1689;	v1.0 (11-03-2020)	-
AusGEM_00497	-	O4	H31	O4:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H31-2-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00001;	626660-627898;628794-629981;799905-801572;	1239;1188;1668;	v1.0 (11-03-2020)	-
TEA_B004	-	O39	H4	O39:H4	-	Based on 2 allele(s)	wzy:0.638;fliC:1;	O39-2-wzy-origin;H4-2-fliC-origin;	99.624;99.81;	64;100;	CADGRM010000192.1;CADGRM010000073.1;	1-797;26166-27215;	797;1050;	v1.0 (11-03-2020)	-
SRR4067492	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:0.778;fliC:1;	O1-3-wzx;O1-6-wzy;H7-3-fliC-origin;	100;99.745;100;	100;78;100;	contig00005;contig00026;contig00002;	2499-3725;42581-43363;386767-388524;	1227;783;1758;	v1.0 (11-03-2020)	-
TEA_Soil_3	-	O174	H34	O174:H34	-	Based on 3 allele(s)	wzx:0.739;wzy:0.86;fliC:0.66;	O174-7-wzx;O174-11-wzy;H34-5-fliC;	99.893;100;98.639;	74;86;67;	CADGHG010000134.1;CADGHG010000130.1;CADGHG010000018.1;	1-937;1-984;6908-8009;	937;984;1102;	v1.0 (11-03-2020)	-
AUSMDU00015698	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-9-wzx;O75-11-wzy;H5-6-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00012;	108185-109717;114616-115689;58913-60222;	1533;1074;1310;	v1.0 (11-03-2020)	-
AUSMDU00038294	-	O139	H1	O139:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O139-1-wzx-origin;O139-2-wzy-origin;H1-10-fliC;	100;99.839;99.944;	100;100;100;	contig00006;contig00006;contig00004;	93637-94857;95713-96951;37902-39689;	1221;1239;1788;	v1.0 (11-03-2020)	-
AUSMDU00019227	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00023;contig00023;contig00016;	89771-91030;93183-94245;38315-39364;	1260;1063;1050;	v1.0 (11-03-2020)	-
AusGEM_01322	-	O18	H1	O18:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H1-1-fliC-origin;	100;100;99.944;	100;100;100;	contig00003;contig00003;contig00007;	29592-30839;28345-29533;173781-175568;	1248;1189;1788;	v1.0 (11-03-2020)	-
TEA_W2_68	-	O153	H34	O153:H34	-	Based on 3 allele(s)	wzx:0.7;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H34-5-fliC;	100;100;100;	70;100;100;	CADHNS010000185.1;CADHNS010000216.1;CADHNS010000007.1;	1-828;962-2140;62572-64209;	828;1179;1638;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
TEA_B1743	-	O80	H19	O80:H19	-	Based on 3 allele(s)	wzx:0.995;wzy:0.818;fliC:0.99;	O80-1-wzx-origin;O80-2-wzy-origin;H19-4-fliC;	99.509;99.801;98.526;	100;82;100;	CADFXK010000039.1;CADFXK010000042.1;CADFXK010000002.1;	2178-3398;27020-28024;188222-190053;	1221;1005;1832;	v1.0 (11-03-2020)	-
AUSMDU00003549	-	O2/O50	H30	O2/O50:H30	-	Based on 2 allele(s)	wzx:1;fliC:1;	O2-1-wzx-origin/O50-1-wzx;H30-2-fliC;	100;100;	100;100;	contig00001;contig00025;	260369-261631;21068-22780;	1263;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00047849	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00001;contig00072;contig00015;	358265-359524;754-1816;38295-39344;	1260;1063;1050;	v1.0 (11-03-2020)	-
TEA_CD_59_LN	-	O13/O135	H30	O13/O135:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H30-1-fliC-origin;	100;100;99.942;	100;100;100;	CADGGJ010000017.1;CADGGJ010000017.1;CADGGJ010000003.1;	43864-45120;40877-42025;40222-41934;	1257;1149;1713;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00019337	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	contig00003;contig00003;contig00002;	338273-339520;340631-341797;75281-76590;	1248;1167;1310;	v1.0 (11-03-2020)	-
AusGEM_00066	-	O11	H15	O11:H15	-	Based on 3 allele(s)	wzx:1;wzy:0.71;fliC:1;	O11-3-wzx;O11-6-wzy;H15-1-fliC-origin;	100;100;100;	100;71;100;	contig00028;contig00030;contig00016;	72587-73822;1-875;37577-39265;	1236;875;1689;	v1.0 (11-03-2020)	-
AusGEM_00847	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00002;contig00023;	33686-34945;30471-31533;54583-55632;	1260;1063;1050;	v1.0 (11-03-2020)	-
AusGEM_00671	-	O55	H7	O55:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O55-1-wzx-origin;O55-4-wzy-origin;H7-1-fliC-origin;	100;100;100;	100;100;100;	contig00001;contig00001;contig00002;	377898-379175;376903-377880;8545-10302;	1278;978;1758;	v1.0 (11-03-2020)	-
AUSMDU00045844	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	contig00022;contig00022;contig00001;	27356-28603;25079-26245;215994-217303;	1248;1167;1310;	v1.0 (11-03-2020)	-
AUSMDU00048767	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:0.97;	H18-2-fliC;	97.187;	100;	contig00013;	79582-81252;	1671;	v1.0 (11-03-2020)	-
SRR7724809	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	contig00090;contig00090;contig00094;	5606-6385;6392-7144;5194-7206;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
TEA_BS157	-	O2/O50	H4	O2/O50:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	CADFZL010000020.1;CADFZL010000020.1;CADFZL010000007.1;	197138-198400;200113-201075;46511-47560;	1263;963;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AusGEM_00808	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00002;contig00002;contig00029;	30484-31743;27269-28331;28709-29758;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR4241814	-	-	H34	-:H34	-	Based on 1 allele(s)	fliC:1;	H34-5-fliC;	100;	100;	contig00037;	13442-15079;	1638;	v1.0 (11-03-2020)	-
TEA_E2013	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.919;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;91.927;100;	100;100;100;	CADGOK010000073.1;CADGOK010000073.1;CADGOK010000036.1;	3608-4387;4394-5161;22561-24573;	780;768;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
AUSMDU00023220	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	contig00002;contig00002;contig00009;	27358-28605;25081-26247;114649-115958;	1248;1167;1310;	v1.0 (11-03-2020)	-
SRR7758880	-	-	H5	-:H5	-	Based on 1 allele(s)	fliC:1;	H5-6-fliC;	100;	100;	contig00033;	13473-14782;	1310;	v1.0 (11-03-2020)	-
AusGEM_01896	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	contig00006;contig00006;contig00016;	194284-195543;197696-198758;38283-39332;	1260;1063;1050;	v1.0 (11-03-2020)	-
SRR11080160	-	O9	H10	O9:H10	-	Based on 3 allele(s)	wzm:0.999;wzt:0.999;fliC:1;	O9-11-wzm;O9-17-wzt;H10-10-fliC;	99.873;99.923;99.762;	100;100;100;	contig00001;contig00001;contig00001;	605556-606341;606344-607639;709014-710275;	786;1296;1262;	v1.0 (11-03-2020)	-
AUSMDU00010801	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.796;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.941;100;	100;83;100;	contig00025;contig00098;contig00016;	75413-76672;1-887;38315-39364;	1260;887;1050;	v1.0 (11-03-2020)	-
ERR5355693	-	-	H18	-:H18	-	Based on 1 allele(s)	fliC:1;	H18-1-fliC-origin;	100;	100;	contig00002;	53376-55040;	1665;	v1.0 (11-03-2020)	-
