name	genes_detected	quadraplex_resuts	alleles_for_C_or_G	clermontyping_phylogroup	mashfile
TEA_2099_1_2	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_2099_1_2.fasta_mash_screen.tab
AusGEM_00306	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_00306.fasta_mash_screen.tab
AusGEM_02001	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_02001.fasta_mash_screen.tab
AUSMDU00014267	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AUSMDU00014267.fasta_mash_screen.tab
AusGEM_00609	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00609.fasta_mash_screen.tab
TEA_B1548	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_B1548.fasta_mash_screen.tab
AusGEM_02037	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_02037.fasta_mash_screen.tab
AusGEM_01890	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01890.fasta_mash_screen.tab
AusGEM_00301	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_00301.fasta_mash_screen.tab
AusGEM_01892	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01892.fasta_mash_screen.tab
AusGEM_01700	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AusGEM_01700.fasta_mash_screen.tab
AUSMDU00014278	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AUSMDU00014278.fasta_mash_screen.tab
TEA_B1951	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_B1951.fasta_mash_screen.tab
AUSMDU00014367	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AUSMDU00014367.fasta_mash_screen.tab
AUSMDU00070149	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AUSMDU00070149.fasta_mash_screen.tab
AusGEM_00324	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00324.fasta_mash_screen.tab
AUSMDU00019339	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00019339.fasta_mash_screen.tab
AusGEM_00424	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00424.fasta_mash_screen.tab
TEA_E9870	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	TEA_E9870.fasta_mash_screen.tab
TEA_A3_41	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_A3_41.fasta_mash_screen.tab
AUSMDU00011364	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00011364.fasta_mash_screen.tab
SRR11355585	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR11355585.fasta_mash_screen.tab
SRR11094241	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	SRR11094241.fasta_mash_screen.tab
AusGEM_00592	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AusGEM_00592.fasta_mash_screen.tab
AUSMDU00023161	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00023161.fasta_mash_screen.tab
AUSMDU00063299	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AUSMDU00063299.fasta_mash_screen.tab
AUSMDU00008268	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AUSMDU00008268.fasta_mash_screen.tab
AusGEM_01460	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01460.fasta_mash_screen.tab
AusGEM_00622	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']	['+', '-', '+', '-']	['trpAgpC']	C	AusGEM_00622.fasta_mash_screen.tab
AusGEM_00138	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00138.fasta_mash_screen.tab
SRR11094206	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2']	['-', '+', '+', '+']	[]	B2	SRR11094206.fasta_mash_screen.tab
AUSMDU00007450	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00007450.fasta_mash_screen.tab
SRR12398596	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	SRR12398596.fasta_mash_screen.tab
AUSMDU00007859	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00007859.fasta_mash_screen.tab
SRR7724685	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	SRR7724685.fasta_mash_screen.tab
AUSMDU00070153	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00070153.fasta_mash_screen.tab
AusGEM_01708	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AusGEM_01708.fasta_mash_screen.tab
AUSMDU00019369	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00019369.fasta_mash_screen.tab
AusGEM_01263	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01263.fasta_mash_screen.tab
TEA_70_3_Ti8	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	TEA_70_3_Ti8.fasta_mash_screen.tab
AusGEM_00463	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AusGEM_00463.fasta_mash_screen.tab
AusGEM_01661	['trpBA', 'chuA', 'aesI']	['-', '+', '-', '-']	['aesI']	F	AusGEM_01661.fasta_mash_screen.tab
AUSMDU00019240	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00019240.fasta_mash_screen.tab
AUSMDU00007343	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00007343.fasta_mash_screen.tab
TEA_H389	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_H389.fasta_mash_screen.tab
TEA_52_1_Ti3	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_52_1_Ti3.fasta_mash_screen.tab
TEA_M714	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_M714.fasta_mash_screen.tab
AUSMDU00007522	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00007522.fasta_mash_screen.tab
AUSMDU00019504	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00019504.fasta_mash_screen.tab
TEA_48_1_R18	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	TEA_48_1_R18.fasta_mash_screen.tab
AusGEM_01522	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']	['+', '-', '+', '-']	['trpAgpC']	C	AusGEM_01522.fasta_mash_screen.tab
AusGEM_00449	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00449.fasta_mash_screen.tab
AUSMDU00034264	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AUSMDU00034264.fasta_mash_screen.tab
AUSMDU00019690	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00019690.fasta_mash_screen.tab
AUSMDU00026868	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00026868.fasta_mash_screen.tab
AusGEM_01802	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AusGEM_01802.fasta_mash_screen.tab
AusGEM_01759	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AusGEM_01759.fasta_mash_screen.tab
AusGEM_00416	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2']	['-', '+', '+', '+']	[]	B2	AusGEM_00416.fasta_mash_screen.tab
AusGEM_01158	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01158.fasta_mash_screen.tab
AUSMDU00019370	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00019370.fasta_mash_screen.tab
TEA_BS150	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_BS150.fasta_mash_screen.tab
AUSMDU00008408	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00008408.fasta_mash_screen.tab
AUSMDU00017104	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00017104.fasta_mash_screen.tab
AUSMDU00021682	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00021682.fasta_mash_screen.tab
TEA_WA25	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	TEA_WA25.fasta_mash_screen.tab
AusGEM_00267	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_00267.fasta_mash_screen.tab
TEA_E9202	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E9202.fasta_mash_screen.tab
TEA_A2_36	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_A2_36.fasta_mash_screen.tab
AUSMDU00029443	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '-', '+', '-']	['ArpAgpE', 'trpAgpC']	C	AUSMDU00029443.fasta_mash_screen.tab
TEA_C2_44	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	TEA_C2_44.fasta_mash_screen.tab
AusGEM_00373	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00373.fasta_mash_screen.tab
SRR14160853	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR14160853.fasta_mash_screen.tab
AusGEM_01384	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01384.fasta_mash_screen.tab
AUSMDU00017148	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00017148.fasta_mash_screen.tab
SRR8426585	['trpA', 'trpBA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '-', '+', '+']	['trpAgpC']	B2	SRR8426585.fasta_mash_screen.tab
AUSMDU00004779	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00004779.fasta_mash_screen.tab
SRR7724565	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR7724565.fasta_mash_screen.tab
ERR5355620	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355620.fasta_mash_screen.tab
AusGEM_01108	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01108.fasta_mash_screen.tab
AUSMDU00011713	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00011713.fasta_mash_screen.tab
AusGEM_01450	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01450.fasta_mash_screen.tab
TEA_E2853	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E2853.fasta_mash_screen.tab
AusGEM_01260	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01260.fasta_mash_screen.tab
AusGEM_01045	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01045.fasta_mash_screen.tab
SRR7469884	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7469884.fasta_mash_screen.tab
AusGEM_00824	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00824.fasta_mash_screen.tab
SRR5512206	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR5512206.fasta_mash_screen.tab
AusGEM_00593	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00593.fasta_mash_screen.tab
AUSMDU00034343	['trpA', 'trpBA', 'chuA', 'yjaA', 'arpA', 'ArpAgpE', 'aesI']	['+', '+', '+', '-']	['aesI', 'ArpAgpE']	cladeI	AUSMDU00034343.fasta_mash_screen.tab
TEA_19_1_TC4	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_19_1_TC4.fasta_mash_screen.tab
ERR5355790	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355790.fasta_mash_screen.tab
TEA_Hinze_Dam1	['trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_Hinze_Dam1.fasta_mash_screen.tab
AusGEM_00727	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00727.fasta_mash_screen.tab
TEA_W3_57	['ybgD', 'trpA', 'trpBA', 'yjaA', 'TspE4.C2', 'arpA']	['+', '-', '+', '+']	[]	Unknown	TEA_W3_57.fasta_mash_screen.tab
AUSMDU00031978-B	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00031978-B.fasta_mash_screen.tab
AusGEM_01085	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01085.fasta_mash_screen.tab
TEA_B115	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_B115.fasta_mash_screen.tab
TEA_M608	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_M608.fasta_mash_screen.tab
AUSMDU00067741	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00067741.fasta_mash_screen.tab
SRR11094207	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR11094207.fasta_mash_screen.tab
TEA_A4_57	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_A4_57.fasta_mash_screen.tab
TEA_M938	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_M938.fasta_mash_screen.tab
AusGEM_00057	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_00057.fasta_mash_screen.tab
SRR4241807	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	SRR4241807.fasta_mash_screen.tab
SRR14160910	['trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	SRR14160910.fasta_mash_screen.tab
AusGEM_00338	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00338.fasta_mash_screen.tab
AUSMDU00020281	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AUSMDU00020281.fasta_mash_screen.tab
TEA_C1_33	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_C1_33.fasta_mash_screen.tab
AusGEM_01816	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AusGEM_01816.fasta_mash_screen.tab
AusGEM_01990	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	AusGEM_01990.fasta_mash_screen.tab
TEA_H621	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_H621.fasta_mash_screen.tab
AusGEM_00274	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	AusGEM_00274.fasta_mash_screen.tab
TEA_B1699	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	TEA_B1699.fasta_mash_screen.tab
AUSMDU00038265	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00038265.fasta_mash_screen.tab
TEA_50_5_TCA1	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_50_5_TCA1.fasta_mash_screen.tab
AUSMDU00021209	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00021209.fasta_mash_screen.tab
AUSMDU00017430	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00017430.fasta_mash_screen.tab
TEA_17_1_R20	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	TEA_17_1_R20.fasta_mash_screen.tab
TEA_E2095	['trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E2095.fasta_mash_screen.tab
AusGEM_00999	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_00999.fasta_mash_screen.tab
AusGEM_00485	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00485.fasta_mash_screen.tab
SRR7724800	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7724800.fasta_mash_screen.tab
ERR5355949	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355949.fasta_mash_screen.tab
SRR13576332	['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']	['+', '-', '-', '-']	['trpAgpC']	A	SRR13576332.fasta_mash_screen.tab
TEA_B1751	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_B1751.fasta_mash_screen.tab
SRR9924618	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924618.fasta_mash_screen.tab
AUSMDU00048360	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00048360.fasta_mash_screen.tab
AusGEM_00634	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00634.fasta_mash_screen.tab
AUSMDU00023219	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00023219.fasta_mash_screen.tab
ERR5355594	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	ERR5355594.fasta_mash_screen.tab
AusGEM_01009	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01009.fasta_mash_screen.tab
AusGEM_01481	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AusGEM_01481.fasta_mash_screen.tab
ERR5355965	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355965.fasta_mash_screen.tab
AusGEM_01731	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01731.fasta_mash_screen.tab
ERR5355783	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355783.fasta_mash_screen.tab
SRR14160920	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	SRR14160920.fasta_mash_screen.tab
TEA_E8707	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	TEA_E8707.fasta_mash_screen.tab
AusGEM_00483	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2']	['-', '+', '+', '+']	[]	B2	AusGEM_00483.fasta_mash_screen.tab
AusGEM_00894	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_00894.fasta_mash_screen.tab
AusGEM_01561	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01561.fasta_mash_screen.tab
AusGEM_01317	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01317.fasta_mash_screen.tab
AusGEM_01188	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01188.fasta_mash_screen.tab
AusGEM_00584	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00584.fasta_mash_screen.tab
AusGEM_01793	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01793.fasta_mash_screen.tab
SRR9924687	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924687.fasta_mash_screen.tab
TEA_46_1_Ti2	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_46_1_Ti2.fasta_mash_screen.tab
AusGEM_01439	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01439.fasta_mash_screen.tab
