ID	Tx:2500	Tx:2250	Tx:2000	Tx:1750	Tx:1500	Tx:1250	Tx:1000	Tx:750	Tx:500	Tx:400	Tx:300	Tx:200	Tx:150	Tx:100	Tx:75	Tx:50	Tx:25	Tx:10	Tx:9	Tx:8	Tx:7	Tx:6	Tx:5	Tx:4	Tx:3	Tx:2	Tx:1	Tx:0
AUSMDU00020088	1	5	63	63	239	59	7	117	180	22	230	17	90	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020089	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	439	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020090	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	20	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020091	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020094	1	6	25	70	140	140	70	149	149	18	115	58	26	124	265	265	74	139	139	34	140	35	24	189	47	280	UC	UC
AUSMDU00020152	1	4	13	41	20	31	62	177	17	223	81	15	205	51	94	81	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020172	1	5	39	39	39	78	78	4	283	70	4	159	159	38	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020184	1	2	8	17	6	22	61	30	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020275	1	7	48	48	24	149	74	88	166	41	49	289	133	121	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020276	1	18	18	13	112	112	112	112	112	224	224	148	148	37	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020278	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020281	1	7	45	2	7	185	185	92	92	248	251	64	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020284	1	4	13	41	20	31	62	177	17	223	81	10	356	356	356	178	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020287	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	291	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020288	1	8	111	55	55	13	33	98	78	6	226	96	86	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020291	1	2	8	49	30	30	126	34	71	71	71	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020292	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	1539	192	192	192	48	24	146	36	UC	UC	UC	UC
AUSMDU00020294	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	5	726	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020295	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	334	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020296	1	6	25	70	140	140	70	149	149	18	115	58	26	124	539	539	269	274	274	137	34	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020300	1	6	25	70	140	140	70	254	127	31	185	110	829	829	829	207	187	134	17	278	139	34	101	29	148	74	105	UC
AUSMDU00020302	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020304	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	12	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020305	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	630	315	157	157	157	157	157	157	39	39	26	62	UC
AUSMDU00020384	1	5	63	63	239	59	7	117	180	22	230	17	40	847	423	52	1439	44	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020385	1	6	25	70	140	140	70	149	149	18	115	58	26	124	265	265	74	139	139	34	140	35	24	189	47	280	UC	UC
AUSMDU00020386	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	79	77	252	252	252	63	201	50	UC	UC	UC	UC	UC
AUSMDU00020389	1	5	63	63	239	59	7	117	37	15	65	282	110	241	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020390	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	865	216	108	108	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020449	1	8	103	103	207	103	207	103	25	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020477	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	20	92	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020483	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020484	1	6	25	70	140	140	70	149	149	18	115	58	26	120	81	581	68	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020492	1	7	45	15	36	36	36	35	48	32	237	29	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020498	1	14	26	97	48	55	110	49	371	371	371	46	81	499	279	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020499	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	1414	176	44	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020588	1	5	63	63	239	59	7	117	37	15	65	282	371	11	120	131	785	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00020619	1	14	53	53	213	106	212	183	91	45	470	470	235	1883	1883	235	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021046	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	164	55	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021054	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	20	92	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021086	1	14	10	65	130	130	130	260	65	427	213	285	799	199	99	1178	36	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021200	1	7	48	48	24	149	74	88	166	41	49	141	50	87	188	638	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021201	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	20	379	94	94	23	101	101	UC	UC	UC	UC	UC	UC
AUSMDU00021202	1	5	39	39	39	78	78	4	283	70	4	328	196	196	196	607	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021203	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	79	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021208	1	6	25	70	140	140	70	254	127	31	185	110	190	49	272	272	9	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021209	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021229	1	5	63	63	239	59	7	273	136	68	34	226	226	138	34	43	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021241	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	10	222	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021243	1	6	25	70	140	140	70	149	149	18	115	58	26	31	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021244	1	2	8	10	10	12	55	6	142	142	142	284	35	388	203	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021246	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021249	1	6	25	70	140	140	70	254	127	31	185	601	150	619	309	618	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021251	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	630	315	157	157	157	157	157	157	39	39	26	62	UC
AUSMDU00021360	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	79	208	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021413	1	7	23	177	177	177	31	93	277	277	138	553	91	22	198	84	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021417	1	7	45	11	71	35	8	73	73	426	426	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021457	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	162	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021458	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	24	12	10	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021459	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	24	12	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021465	1	8	111	55	55	13	33	98	380	380	380	380	380	380	380	190	2	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021615	1	2	21	6	61	15	99	5	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021633	1	8	111	55	55	13	33	98	78	6	26	112	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021634	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	24	89	15	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021636	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	324	890	24	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021638	1	2	8	10	10	12	55	6	26	209	104	101	171	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021639	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	20	181	150	150	75	75	9	UC	UC	UC	UC	UC	UC
AUSMDU00021640	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	1169	1169	292	292	292	292	146	73	18	UC	UC	UC	UC
AUSMDU00021642	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	38	485	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021645	1	2	8	49	3	28	14	58	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021652	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021658	1	5	39	39	39	78	78	4	283	70	4	751	277	143	143	287	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021660	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	25	227	113	56	28	120	266	266	133	555	UC	UC
AUSMDU00021665	1	2	8	10	10	12	22	91	765	765	765	765	765	765	765	191	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021666	1	6	25	70	140	140	70	254	127	31	185	110	829	829	829	207	187	134	17	278	139	34	101	29	148	74	105	UC
AUSMDU00021667	1	2	8	10	10	46	107	123	61	441	441	220	220	544	2179	2179	1089	93	23	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021673	1	1	41	44	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021674	1	6	25	70	140	140	70	254	127	31	185	110	829	829	829	207	187	134	17	278	139	34	101	29	UC	UC	UC	UC
AUSMDU00021676	1	5	39	39	39	78	78	4	283	70	4	97	61	98	115	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021677	1	5	63	63	239	59	7	117	180	22	230	17	90	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021682	1	6	25	70	140	140	70	254	127	31	185	110	51	110	150	75	171	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021683	1	2	8	10	10	46	107	123	61	709	88	613	153	450	225	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021684	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021866	1	6	25	70	140	140	70	149	149	18	115	58	26	124	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021867	1	4	13	50	22	167	167	167	83	216	108	84	130	113	135	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021890	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	324	890	473	473	473	473	118	412	412	206	25	UC	UC
AUSMDU00021893	1	8	111	55	55	13	33	98	78	215	141	586	586	586	586	293	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00021896	1	2	8	10	10	46	107	123	61	709	88	613	153	177	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022080	1	4	13	41	20	31	62	177	17	223	81	15	36	211	105	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022081	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022084	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022105	1	5	63	63	239	59	7	117	37	15	1063	531	265	66	426	26	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022143	1	14	26	97	48	55	110	49	27	3	41	999	999	999	124	323	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022272	1	8	111	55	55	13	33	98	380	380	380	380	380	380	380	190	2	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022280	1	7	45	22	27	11	6	9	519	519	259	259	129	96	55	89	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022360	1	5	63	63	239	59	7	117	37	15	65	282	110	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022362	1	8	111	55	55	13	33	98	78	6	226	96	762	381	134	134	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022383	1	6	25	70	140	140	70	149	149	18	115	58	23	105	1041	150	253	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022385	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	1092	808	404	404	101	50	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022386	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	164	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022389	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022392	1	2	8	88	88	89	149	153	76	194	77	36	807	403	403	201	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022398	1	6	25	70	140	140	70	254	127	31	185	110	51	131	97	294	94	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022400	1	2	8	10	10	12	19	14	147	73	36	109	109	433	433	433	205	205	205	102	102	51	UC	UC	UC	UC	UC	UC
AUSMDU00022403	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	162	152	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022404	1	6	25	70	140	140	70	254	127	31	185	110	829	829	829	207	187	134	17	278	139	34	101	29	148	74	105	UC
AUSMDU00022405	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	384	256	256	256	256	128	128	128	64	106	UC	UC
AUSMDU00022542	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	12	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022543	1	5	63	63	239	59	7	117	37	15	1063	531	265	66	426	26	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022544	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	80	392	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022545	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	25	227	113	56	28	120	266	266	133	UC	UC	UC
AUSMDU00022546	1	6	25	70	140	140	70	254	127	31	185	110	829	829	829	207	187	134	17	278	139	34	101	29	148	74	105	UC
AUSMDU00022547	1	4	13	41	20	31	62	177	17	223	64	75	161	921	921	460	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022551	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022552	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	79	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022555	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022556	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	25	227	113	56	28	120	UC	UC	UC	UC	UC	UC
AUSMDU00022557	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	92	570	285	285	285	285	285	285	285	285	285	285	UC
AUSMDU00022558	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	384	256	256	256	256	128	128	128	64	UC	UC	UC
AUSMDU00022561	1	6	25	70	140	140	70	254	127	31	185	110	51	131	97	635	702	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022562	1	6	25	70	140	140	70	254	127	31	185	110	829	829	829	207	187	134	17	278	139	34	288	144	72	UC	UC	UC
AUSMDU00022563	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	164	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022564	1	8	111	55	55	13	33	98	78	6	26	77	66	243	15	55	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022565	1	7	45	2	44	5	76	242	30	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022566	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	438	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022568	1	5	63	63	239	59	7	117	180	22	230	669	669	167	83	85	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022587	1	6	25	70	140	140	70	254	127	31	185	110	51	110	150	75	171	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022676	1	8	111	55	55	13	33	98	78	6	26	112	44	157	370	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022679	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	7	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022680	1	5	63	63	239	59	7	117	37	15	1063	531	265	66	426	26	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022682	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	92	570	285	285	285	285	285	285	285	285	285	285	UC
AUSMDU00022683	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	231	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022714	1	5	63	63	239	59	7	97	82	328	328	164	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022724	1	5	63	63	239	59	7	117	180	22	230	669	669	167	83	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022779	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	291	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022783	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	24	12	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022804	1	14	11	30	60	60	60	60	41	448	448	336	168	245	563	281	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022919	1	6	25	70	140	140	70	149	149	18	115	58	26	124	4	77	210	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022928	1	2	21	6	65	65	65	32	708	708	63	92	331	82	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022937	1	4	13	41	20	31	62	177	17	223	59	561	280	140	546	399	425	119	29	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022949	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	20	389	263	131	32	427	427	26	241	241	120	UC	UC
AUSMDU00022963	1	5	63	63	239	59	7	117	37	15	57	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022964	1	5	39	39	39	78	78	4	283	70	4	328	52	164	462	462	115	245	61	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022966	1	2	8	10	10	12	55	6	43	435	217	33	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022967	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	24	89	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022969	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	303	26	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00022970	1	5	39	39	39	78	78	4	283	70	4	328	196	196	196	200	72	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023057	1	5	39	39	39	78	78	4	283	70	61	4	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023159	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	24	12	10	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023160	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023161	1	8	111	55	55	13	33	98	78	6	226	96	762	381	80	171	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023162	1	6	25	70	140	140	70	149	149	18	115	58	26	124	1117	558	445	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023207	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	384	103	103	51	51	25	951	475	475	29	UC	UC
AUSMDU00023209	1	8	111	55	55	13	33	98	380	380	380	380	380	380	380	190	2	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023211	1	14	11	30	60	60	60	60	191	191	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023212	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023215	1	6	25	70	140	140	70	149	149	18	115	58	26	61	10	303	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023219	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	324	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023220	1	6	25	70	140	140	70	254	127	31	185	110	829	829	829	207	187	134	17	278	139	34	101	29	148	74	105	UC
AUSMDU00023223	1	18	18	13	105	105	52	252	97	24	269	269	507	86	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023226	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	24	89	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023228	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	25	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023314	1	7	45	12	33	16	211	52	303	303	75	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023316	1	6	25	70	140	140	70	149	149	18	115	58	26	31	8	41	7	178	89	44	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023328	1	14	26	97	48	55	110	49	371	371	371	46	81	499	98	710	710	12	124	62	31	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023404	1	8	111	55	55	13	33	98	78	6	26	112	44	470	470	254	254	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023510	1	6	25	70	140	140	70	149	149	18	23	34	180	180	180	22	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023634	1	6	25	70	140	140	70	149	149	18	115	58	26	30	24	20	92	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00023713	1	7	45	12	281	281	140	70	79	283	35	192	24	64	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024021	1	2	8	10	10	46	107	187	749	749	749	374	749	374	374	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024067	1	2	8	91	45	23	113	113	509	509	509	509	254	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024068	1	6	25	70	140	140	70	149	149	18	115	58	26	120	81	121	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024071	1	5	39	39	39	78	78	4	283	70	61	4	451	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024109	1	7	45	15	36	36	36	35	23	14	52	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024355	1	14	11	28	56	7	34	68	32	52	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024356	1	14	26	97	48	55	110	49	27	3	41	999	999	999	124	571	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024424	1	5	63	63	239	59	7	117	37	15	65	282	110	92	93	37	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024526	1	5	39	39	39	78	78	4	283	70	61	1339	1339	334	167	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
AUSMDU00024536	1	7	45	22	27	11	383	383	767	767	383	191	382	382	191	657	41	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC	UC
